ID,logFC,P.Value
g808,-1.1327590184,0.0172092381
g809,0.5802036573,0.0147283939
g810,0.6380424463,0.0152894476
g811,0.6220644601,0.015068319
g812,0.4456698139,0.015770365
g813,-0.5040852371,0.0152602139
g814,0.5086865458,0.014778137
g815,0.6210979155,0.0166932037
g816,-1.2779642076,0.0175341763
g817,-0.7822339164,0.0172550607
g818,0.5576470496,0.014865647
g819,0.6425167203,0.0151496362
g820,0.6892988261,0.0150862823
g821,0.7011015072,0.0155981508
g822,-0.6136437081,0.0157108497
g823,0.500805705,0.0159808193
g824,-0.7129536251,0.0170558282
g825,-0.8803403188,0.015421687
g826,-1.204048909,0.0178677843
g827,-0.6302938286,0.0161693842
g828,-1.2869618418,0.01673875
g829,-1.0400809724,0.0178741941
g830,-0.8756916964,0.015377209
g831,-0.5431651052,0.0175160295
g832,-0.6971415383,0.0164573167
g833,-0.7059894356,0.0175952395
g834,-0.8885211804,0.0158423488
g835,0.7040071527,0.0173003781
g836,-3.0072622128,0.0172251811
g837,-0.6254118672,0.0173027224
g838,-0.527798676,0.016803683
g839,-0.8408523759,0.018224941
g840,-1.2979719768,0.0158803256
g841,-0.7329673423,0.0183179224
g842,0.9916363363,0.0158952981
g843,-1.7609688226,0.0176973051
g844,-0.8258835475,0.0168665133
g845,-0.4725966733,0.0162027375
g846,-0.7760745939,0.0179255097
g847,0.5628080351,0.0154802737
g848,-0.9128534985,0.0165042851
g849,0.7801268821,0.0179280305
g850,0.7001850796,0.0170148538
g851,-0.6884184922,0.0167473631
g852,-1.3709109123,0.0164316864
g853,0.5281598148,0.0164415701
g854,-0.7853498734,0.0184086054
g855,-1.3532414998,0.0185200687
g856,-0.7043403143,0.0174235954
g857,0.7848401913,0.0159677147
g858,0.7911813199,0.017585502
g859,0.405390535,0.0161868289
g860,1.1813435174,0.0174866969
g861,-0.8175113073,0.0183995931
g862,1.0226131349,0.0191158032
g863,0.6992749173,0.0171414483
g864,0.8245824329,0.0191422527
g865,-0.6736123352,0.0173559799
g866,0.9649993087,0.0163067547
g867,-1.1405162793,0.0181391845
g868,-0.4571035852,0.0162232865
g869,1.4477803719,0.0164451401
g870,1.3179112696,0.0172412346
g871,-0.7166589502,0.0181665124
g872,0.980142715,0.0193120077
g873,0.5167590879,0.0163845527
g874,-0.8280547272,0.0165159822
g875,1.4871791262,0.0169060263
g876,0.5172160994,0.0172443823
g877,0.731172991,0.0164697787
g878,-0.6301375979,0.0178789706
g879,-0.4665284649,0.0164401201
g880,0.6286009885,0.0183758561
g881,0.6915009496,0.0171303164
g882,-1.0520757555,0.019295605
g883,0.4103539092,0.0163436275
g884,-0.8006995173,0.01976124
g885,0.614928667,0.0184305594
g886,0.8467165945,0.0167985394
g887,-0.7308915319,0.0193959339
g888,-0.9867075693,0.019605384
g889,0.7423850417,0.0182753918
g890,1.4403841829,0.0178943106
g891,0.808075642,0.0166755557
g892,-0.7002240294,0.0176423478
g893,0.72480269,0.0201488431
g894,0.6657617423,0.0179217736
g895,-0.6979968864,0.0179510789
g896,0.5330011726,0.0171871252
g897,-1.0611883564,0.0182130049
g898,-0.8967065792,0.0199913655
g899,0.5345954566,0.0169744908
g900,0.5514025305,0.0191282011
g901,-0.7589881686,0.018508117
g902,-0.5573066863,0.0173355724
g903,0.4076861107,0.0173802115
g904,-0.7770419089,0.0180115438
g905,0.5099319275,0.0169357811
g906,-1.9361914419,0.0177042295
g907,1.0812981936,0.0181126787
g908,-0.7298768868,0.0193109631
g909,-1.1502257961,0.0207715515
g910,-0.7823148301,0.0204045621
g911,-1.0208811966,0.0206397921
g912,-0.6206881474,0.0202305398
g913,1.1949224316,0.0173631497
g914,0.509722701,0.0186077925
g915,-0.687527059,0.0204137103
g916,1.4007406794,0.0186275429
g917,-0.5773658802,0.0177294618
g918,0.769313256,0.0176788305
g919,-0.8703894767,0.0175641645
g920,-0.6415788634,0.0188222342
g921,-0.6460233588,0.0174643121
g922,-0.5896914607,0.0179571021
g923,0.5901789345,0.0190502796
g924,-1.9913325613,0.0184221371
g925,0.4777180094,0.0184111591
g926,-1.0592660996,0.0210993172
g927,0.602292115,0.0173656709
g928,-0.5637912558,0.0184970018
g929,-0.774024134,0.0206845779
g930,0.805177858,0.0175360607
g931,-0.5869765326,0.0181297866
g932,0.6846238948,0.0174288066
g933,-0.7230400384,0.0188149525
g934,0.4899435265,0.0174804826
g935,0.6725580858,0.0175004721
g936,-1.0387804978,0.0209300758
g937,0.6059529605,0.0187223723
g938,0.9336110664,0.0202037
g939,0.5646726747,0.0191546567
g940,0.5719586305,0.019938539
g941,0.5235758745,0.0182036289
g942,0.9150979442,0.0203411303
g943,0.4923805824,0.0187877087
g944,-1.171696448,0.0211801628
g945,-0.8313792292,0.0217173281
g946,-0.5478987275,0.0201309629
g947,0.7689157208,0.0210382853
g948,-0.9646399432,0.0218872835
g949,0.5159752213,0.0194509437
g950,0.835931694,0.0180442803
g951,-0.710428021,0.0218154412
g952,-2.1470649867,0.0188629727
g953,0.7633730329,0.0180096566
g954,0.5196827539,0.0191777531
g955,-0.630864836,0.0187394502
g956,-0.4238191628,0.0182370461
g957,-0.9517779585,0.0220121764
g958,-1.0181637425,0.0222114586
g959,-0.6569861927,0.0198243541
g960,0.7397779182,0.0194657256
g961,-1.0367646499,0.0204409607
g962,-1.5637257205,0.0209055876
g963,0.4870683826,0.02043874
g964,0.6651662529,0.0182426717
g965,-0.7113353424,0.0211521329
g966,-1.6152084234,0.0203218728
g967,0.5495940991,0.0187038592
g968,-0.592481503,0.0208967405
g969,-0.7774035388,0.018518426
g970,-0.467120058,0.0197147656
g971,1.019901401,0.0219960965
g972,-0.5368765495,0.0184972492
g973,-0.5745244062,0.0191175059
g974,0.9320500449,0.0222032844
g975,-1.1506484898,0.0189464514
g976,-0.4275810093,0.0197270774
g977,0.4743323132,0.0186292538
g978,0.742343222,0.022725329
g979,-0.6987157452,0.0204896901
g980,-0.4617104904,0.0189569435
g981,-0.6779181295,0.0218312485
g982,-0.6845337775,0.0204504654
g983,1.1061270725,0.0213752264
g984,1.6528709058,0.0189914032
g985,-0.7798538986,0.0218375207
g986,-0.5605704127,0.0203570499
g987,-0.698168091,0.0213185463
g988,-0.6526418409,0.0206087447
g989,-0.4911964172,0.0197662754
g990,0.5599665156,0.0213425452
g991,-1.6434762749,0.0213709698
g992,0.5375561572,0.0188125305
g993,-0.7873118235,0.0224831474
g994,0.4958626998,0.0210327864
g995,0.4755890054,0.0201569877
g996,-0.4406766353,0.019064113
g997,-0.6448811207,0.022393125
g998,-1.1597764223,0.022966644
g999,-0.8401883199,0.0229464357
g1000,0.5478629297,0.0204078998
g1001,0.630440318,0.0214437543
g1002,-0.8344548163,0.0233378752
g1003,-0.8304098026,0.0226604824
g1004,0.564606964,0.0195124565
g1005,-0.5269657738,0.0201501811
g1006,1.095815805,0.0234916607
g1007,-0.5996873128,0.0200589426
g1008,-0.8041599131,0.0236062848
g1009,0.6329958207,0.0191520453
g1010,-1.7784819913,0.0218811308
g1011,0.5088638254,0.0193515054
g1012,1.2278810137,0.0228939173
g1013,0.6068722088,0.0210299719
g1014,-0.8291693563,0.0233707106
g1015,-1.1468217477,0.0220261497
g1016,0.8790268429,0.0193830809
g1017,-0.6352177325,0.0219572095
g1018,-0.6746695306,0.021125715
g1019,0.9005454013,0.0204931649
g1020,0.9353202437,0.0193611872
g1021,-0.9574471004,0.023821288
g1022,1.1682796613,0.0197398826
g1023,-0.8097753072,0.0239228503
g1024,0.4139707332,0.0195648685
g1025,1.4651103117,0.0205812553
g1026,0.5071373307,0.0196360693
g1027,0.6978000621,0.0199020562
g1028,0.6905091085,0.0214968921
g1029,-0.7192653377,0.0213549253
g1030,0.7795345643,0.0199437527
g1031,-1.0823724306,0.0243194513
g1032,0.8175865461,0.0242257107
g1033,1.0045232695,0.02424497
g1034,-0.9359475706,0.0245227905
g1035,1.0641614117,0.022784325
g1036,0.4546216049,0.0198000054
g1037,1.3309651499,0.024759085
g1038,-0.8767163819,0.0220563209
g1039,0.7522624408,0.0199012005
g1040,0.8451689651,0.0210333484
g1041,1.4283966988,0.0201791528
g1042,2.0865414093,0.021244764
g1043,0.4582654197,0.0210576935
g1044,0.5022146674,0.0208271385
g1045,0.8325852945,0.0216703578
g1046,0.4667750866,0.020229716
g1047,0.4861392331,0.0202455257
g1048,0.5939370386,0.0202834151
g1049,-0.6142169511,0.023179391
g1050,-0.8699897794,0.0241295129
g1051,0.592704772,0.0216890727
g1052,-0.9769949315,0.0250286949
g1053,-0.4256757388,0.0203147528
g1054,0.5957153599,0.0207160199
g1055,-0.9223352966,0.0236347489
g1056,-1.3829852022,0.0245658794
g1057,0.6060992794,0.02134027
g1058,-0.6386048185,0.020854014
g1059,0.39539192,0.0203409132
g1060,-0.5242995402,0.0233199825
g1061,0.610517783,0.0210205078
g1062,0.6017691168,0.0205332893
g1063,1.2045834478,0.0211328838
g1064,-1.1133849382,0.0255924265
g1065,-2.2395725098,0.0216668852
g1066,0.8388682819,0.0218691667
g1067,-0.5027176566,0.0216672732
g1068,-0.5564978123,0.0216616792
g1069,1.101582468,0.0257051502
g1070,-1.4765989951,0.0235619655
g1071,-0.781834214,0.0208682262
g1072,0.5290354951,0.0207857861
g1073,1.018988246,0.025827476
g1074,0.3681967492,0.0216259874
g1075,0.603816231,0.0216362325
g1076,-0.6527988415,0.0251457227
g1077,0.7383178418,0.0232718267
g1078,0.5188448295,0.0246403833
g1079,0.4904091822,0.0209117502
g1080,-0.4497600888,0.0211640518
g1081,0.3834767255,0.0208253021
g1082,-0.5678594413,0.0244089162
g1083,1.0585514343,0.0261583438
g1084,1.0217641168,0.0241837655
g1085,0.5016491631,0.0210517871
g1086,-0.7879516102,0.021208282
g1087,-0.4965557298,0.0218860499
g1088,0.601824279,0.023181872
g1089,-1.932555678,0.0236437102
g1090,0.515278014,0.020878063
g1091,-0.8084371085,0.0246925779
g1092,1.2271992783,0.0222820232
g1093,0.4838668556,0.0209942132
g1094,-0.4097430399,0.0221364663
g1095,-1.0714059808,0.023691396
g1096,-0.8069640934,0.0251172724
g1097,-1.0653864973,0.025114801
g1098,-1.1042458303,0.0263199248
g1099,-0.7537243506,0.0244248047
g1100,0.3903064444,0.0212404181
g1101,0.4470632269,0.0223386548
g1102,0.6539027308,0.0234044043
g1103,0.4591181089,0.0212137189
g1104,0.7229369892,0.024112799
g1105,0.5720949343,0.0224720612
g1106,0.6607069281,0.0227419257
g1107,-0.6510247123,0.0242828356
g1108,-0.7975164582,0.0250304497
g1109,-1.0373137641,0.02605304
g1110,-0.7551387781,0.0266564962
g1111,0.4116542608,0.0218888006
g1112,0.6003364725,0.0218222423
g1113,-0.8517666956,0.0272963918
g1114,1.2171898257,0.0244279772
g1115,-0.522628605,0.0250263782
g1116,0.6100971838,0.0220747001
g1117,1.1239335656,0.0270399561
g1118,1.004135852,0.0218770136
g1119,-0.5251067728,0.0219163549
g1120,0.7194335931,0.0222454191
g1121,0.5284325354,0.0216769937
g1122,1.6963576031,0.0252286018
g1123,0.7721077985,0.0220561274
g1124,0.401942688,0.0219558503
g1125,0.4901140006,0.0230656153
g1126,-0.5516460478,0.0253264699
g1127,-1.03243289,0.0228304903
g1128,-0.612002371,0.0261093442
g1129,0.6260433094,0.0222678254
g1130,-0.7177261246,0.0227553363
g1131,-0.9471037356,0.0271242434
g1132,0.9872924729,0.0266454399
g1133,-0.9432955035,0.02730061
g1134,0.8614048479,0.0242029826
g1135,-1.3953163816,0.0254804234
g1136,1.187937949,0.0243165244
g1137,0.5945858742,0.0224103696
g1138,0.6553856363,0.026558229
g1139,0.8124764721,0.0243202331
g1140,-1.0669724399,0.0278369236
g1141,-0.8938749932,0.0279403056
g1142,-0.5667016667,0.0255366132
g1143,-0.4555669078,0.0224108257
g1144,-0.5146478313,0.0249626388
g1145,-0.5253702435,0.0238692407
g1146,-0.7126772193,0.0227785597
g1147,-0.50164472,0.0255223173
g1148,0.6882846357,0.0279734298
g1149,1.5354187807,0.0235462977
g1150,-0.5960271691,0.0270322948
g1151,-1.456349612,0.0250130684
g1152,-0.7784689041,0.027467532
g1153,0.9340073915,0.0226867465
g1154,0.912001239,0.0285187601
g1155,0.5588047888,0.0240373097
g1156,-0.5880226525,0.028275148
g1157,-0.5423430409,0.0247343199
g1158,1.0413403977,0.0261283297
g1159,0.8793652584,0.028201983
g1160,-0.8553359778,0.027618043
g1161,1.5060494896,0.0251925082
g1162,-0.7607162169,0.0246427618
g1163,0.4264979815,0.0235260589
g1164,-0.9464080504,0.0279719154
g1165,-0.4889303036,0.0231793173
g1166,0.4356463349,0.0229426598
g1167,-0.6886871759,0.0287364546
g1168,0.7478134405,0.024816296
g1169,-0.4763388372,0.0242950236
g1170,-1.0967954027,0.0286148017
g1171,-0.5769748355,0.0281918175
g1172,0.604612905,0.0232125501
g1173,0.8536173223,0.0238244021
g1174,-0.7262570997,0.0296051018
g1175,0.5729805922,0.0261912122
g1176,0.9075623467,0.029898595
g1177,0.5073940925,0.023811212
g1178,0.4368992403,0.0233769894
g1179,0.9258365768,0.0292877363
g1180,-0.7313901433,0.0236692847
g1181,0.7061175469,0.0234435062
g1182,0.4241829049,0.0240578809
g1183,0.5092850043,0.0243859218
g1184,-0.5963595277,0.0264068277
g1185,-0.6737745608,0.0243360707
g1186,0.5191489793,0.0244359816
g1187,-0.574729064,0.0300330154
g1188,-1.3452927747,0.028121846
g1189,0.8442939571,0.0300615797
g1190,0.8789596143,0.0253410197
g1191,-0.805390337,0.0289917365
g1192,-0.4780321402,0.023990458
g1193,0.7242556873,0.0237175145
g1194,0.4912519586,0.0239901041
g1195,-0.9508827696,0.0302366364
g1196,0.7904070064,0.0295337857
g1197,0.4647125468,0.0240778279
g1198,0.5899171984,0.0273378476
g1199,-0.8036676571,0.0286574164
g1200,1.1606470497,0.0245120266
g1201,-0.5293781084,0.0251001905
g1202,0.7902809996,0.0266861641
g1203,-0.6212549316,0.0302351896
g1204,1.9115521327,0.0243435318
g1205,0.4469789812,0.0247697734
g1206,0.7361277628,0.0255081321
g1207,-0.5041378875,0.0252183886
g1208,0.5873339061,0.0240595029
g1209,0.3975872154,0.0240677781
g1210,-0.8434268006,0.0296318969
g1211,-0.8920911797,0.0311352043
g1212,0.7621924961,0.0303646832
g1213,1.0350833198,0.0302949968
g1214,-0.6615176312,0.0298908703
g1215,-0.636801808,0.0280760946
g1216,0.5702653372,0.0267115887
g1217,-1.011135295,0.0312548285
g1218,-0.4728496715,0.0265236347
g1219,0.4727036303,0.0269904835
g1220,0.7482854509,0.0301546279
g1221,-1.2152615275,0.0316490877
g1222,-0.9383695294,0.0288610853
g1223,-1.537059107,0.0257279703
g1224,-0.7608962111,0.0310400337
g1225,-0.6170306828,0.025083203
g1226,0.4210071576,0.0248943986
g1227,0.5833005883,0.0267919576
g1228,0.4229406167,0.0257312503
g1229,0.6264386726,0.0257682442
g1230,0.5670710516,0.0248843184
g1231,0.7790823872,0.0316983745
g1232,-0.5342805152,0.0280834096
g1233,-0.6080384296,0.0306857816
g1234,-0.5022589759,0.0265407594
g1235,0.4911624755,0.0250532029
g1236,-1.3980694771,0.027303848
g1237,-0.8216087396,0.0316200407
g1238,-0.4676225894,0.0262596062
g1239,-0.518662246,0.0254145204
g1240,0.9308560113,0.0296147225
g1241,0.9732734909,0.0257187615
g1242,-0.9054337599,0.0261522275
g1243,0.4149654695,0.0262357376
g1244,-0.7669086611,0.029037873
g1245,0.9431512725,0.0330894787
g1246,1.4013330195,0.0286291977
g1247,0.451486815,0.0252717875
g1248,-0.6148052474,0.0323798698
g1249,-1.0021702376,0.0318451095
g1250,-0.6908225597,0.0305578846
g1251,0.4732575419,0.0280481402
g1252,0.4524967538,0.0256447959
g1253,-0.8145998382,0.0330498754
g1254,-0.6413024981,0.0278680317
g1255,0.7666874908,0.0330456796
g1256,-0.8861766058,0.0326024167
g1257,0.4800065705,0.0269780195
g1258,0.7784775333,0.02717788
g1259,0.5795449787,0.0256942407
g1260,-0.778114255,0.0305618256
g1261,0.455808781,0.0261094101
g1262,-0.7129447859,0.0316696198
g1263,-0.720700983,0.0308725514
g1264,-0.6415681232,0.032287373
g1265,0.9052842926,0.0296435309
g1266,0.3917684462,0.0258701736
g1267,0.9648843028,0.026707331
g1268,-0.5643206392,0.030690138
g1269,0.4581153772,0.0264356846
g1270,-0.679674145,0.0332842374
g1271,0.5267330803,0.0259778097
g1272,1.2521578164,0.0316185856
g1273,0.7409520472,0.0305611971
g1274,0.6242766084,0.0326826567
g1275,-0.5275812696,0.0279836065
g1276,0.3780130833,0.0265987171
g1277,0.4333353536,0.0263508154
g1278,-0.6238868972,0.0315798411
g1279,0.5655734301,0.028462073
g1280,0.6931536676,0.0287138809
g1281,-0.8156269669,0.0287688081
g1282,0.5441592768,0.0300324535
g1283,-0.7490528615,0.0340347405
g1284,0.6999795841,0.0312362017
g1285,0.5317097745,0.0274539167
g1286,-1.0040590955,0.0275914171
g1287,0.5051591023,0.0270131917
g1288,0.5494813919,0.0277256033
g1289,-0.6965866554,0.0320596744
g1290,0.3485480202,0.0268011247
g1291,0.7632103863,0.0264685421
g1292,-0.7529262603,0.0325723424
g1293,-1.1964314506,0.0343301207
g1294,-0.8752529893,0.0338296546
g1295,-0.6522702504,0.027867829
g1296,0.418295037,0.0270849832
g1297,-0.7299842017,0.0320295453
g1298,-1.2020353353,0.0317634539
g1299,0.6130570096,0.0290481893
g1300,-0.5846159292,0.0327465603
g1301,0.4165971434,0.0268216381
g1302,-0.6086968907,0.0341517241
g1303,-0.555544924,0.0318958022
g1304,-0.6009438133,0.0324508069
g1305,-0.7024118056,0.033212739
g1306,-0.6995425161,0.0323969884
g1307,0.4675762453,0.0289114865
g1308,-0.6086305524,0.0317944966
g1309,0.552605581,0.0306854651
g1310,-0.4417838426,0.0277696584
g1311,0.6794591714,0.0290648882
g1312,-0.8203771397,0.0298308352
g1313,1.4750754314,0.0353119261
g1314,1.5741510363,0.0358282136
g1315,-0.7230392644,0.0294721646
g1316,-0.545253065,0.0336235553
g1317,-0.6930139985,0.0337935493
g1318,-0.8393808146,0.0346696306
g1319,0.5174357409,0.0307919553
g1320,-0.8686617947,0.0350866154
g1321,-0.6669743786,0.0302515671
g1322,0.64668743,0.034132027
g1323,0.6487815417,0.0290607601
g1324,0.5496471489,0.0323723165
g1325,-0.958255645,0.0345699224
g1326,-0.8750797333,0.0352334511
g1327,0.5714282814,0.0287198873
g1328,0.5967831782,0.0278539875
g1329,0.5154465738,0.031398431
g1330,-0.6418850073,0.0325837569
g1331,-0.9773511563,0.0368263408
g1332,0.3410434048,0.0282478448
g1333,0.4811905592,0.0278434881
g1334,0.6062501939,0.0283486173
g1335,0.5379000665,0.0316540758
g1336,-1.131515803,0.0322913687
g1337,1.1745469516,0.0312389765
g1338,0.7028502599,0.0312033515
g1339,-0.7158362305,0.0351119827
g1340,0.7834274255,0.0324234236
g1341,0.5664234383,0.029767517
g1342,-0.4019929468,0.0286444266
g1343,0.4707709562,0.0303539714
g1344,-0.9606252666,0.0289726733
g1345,0.5480714478,0.0298978403
g1346,-1.0789725254,0.0298277777
g1347,-0.738782519,0.0287152753
g1348,1.0656345464,0.0295340139
g1349,-0.5670852871,0.0328686895
g1350,-0.810267852,0.0374322388
g1351,-0.644711119,0.0334380436
g1352,0.549077819,0.0315753555
g1353,0.399634609,0.0287566966
g1354,0.4419480906,0.0310605148
g1355,-1.3414314749,0.0361911158
g1356,-0.7851480785,0.0348716877
g1357,-0.632075658,0.0359463681
g1358,0.636240664,0.0295901265
g1359,0.5335571675,0.0314541398
g1360,-1.0935165249,0.0332740356
g1361,0.9440176836,0.0341713535
g1362,-1.2105375022,0.037199147
g1363,0.4347702707,0.0311823547
g1364,-0.5074717046,0.0326137586
g1365,-0.6639334033,0.0357284953
g1366,0.553885667,0.0376958608
g1367,0.4720293421,0.0305338888
g1368,-0.7702870297,0.0370868457
g1369,-0.7334411607,0.0386343505
g1370,0.5905713991,0.0290592728
g1371,1.4790672673,0.0291173278
g1372,0.5379506355,0.0290881019
g1373,0.9374541802,0.0366237888
g1374,-0.7112074325,0.036415244
g1375,-1.2843521656,0.0303175627
g1376,0.5889058238,0.0291431561
g1377,0.9063498764,0.0292693468
g1378,0.6384387554,0.031093093
g1379,-0.5658547348,0.0304641998
g1380,0.7855445116,0.0305932225
g1381,-0.6916415099,0.0358555644
g1382,-0.930107408,0.030023732
g1383,0.4703455198,0.0311980287
g1384,-0.5628563325,0.030696962
g1385,-0.6539503144,0.0342438542
g1386,-0.664190169,0.0355550963
g1387,0.575251717,0.0313588549
g1388,-1.0020100168,0.0388679769
g1389,-0.9299544297,0.035576175
g1390,0.4735408815,0.034713815
g1391,0.7915541562,0.0347511961
g1392,1.2941275573,0.0382291507
g1393,-0.5874218783,0.0343340528
g1394,-0.6206151156,0.0355159031
g1395,1.3806971915,0.0316228652
g1396,-0.8021438089,0.0380681714
g1397,-0.4199593435,0.0298934537
g1398,-0.4947784749,0.0332042016
g1399,-0.5947443376,0.0319562999
g1400,0.5188926184,0.0325775467
g1401,-0.5097453308,0.0366820965
g1402,2.3392874838,0.0352398903
g1403,-0.6655475786,0.0380217104
g1404,0.700084774,0.0401698494
g1405,0.4032117759,0.030655633
g1406,-0.4838938483,0.0305155446
g1407,0.5236656716,0.0302033616
g1408,-1.5674694335,0.0382838626
g1409,-0.7479042937,0.037901828
g1410,-1.7676490228,0.037508031
g1411,-0.5585095416,0.0372412362
g1412,-0.5789868657,0.035428114
g1413,-0.5489269513,0.0334268586
g1414,0.5261372396,0.0306436198
g1415,0.4782314239,0.0308429934
g1416,-0.5376386466,0.0342470346
g1417,-0.4491189422,0.0335944026
g1418,0.5998224868,0.0341325999
g1419,0.5651445983,0.0304335719
g1420,2.6590563682,0.0398674938
g1421,0.5549844622,0.0343032459
g1422,1.4152086762,0.0399147909
g1423,0.8039304506,0.0412330827
g1424,-0.4560458054,0.0307788136
g1425,0.4575625921,0.0326591828
g1426,-0.7121632749,0.0412431978
g1427,0.452352147,0.030772246
g1428,-0.5339862122,0.0352091335
g1429,0.4965081293,0.0317028824
