ID,logFC,P.Value
g8712,-0.1727037106,0.6070526334
g8713,0.1198873205,0.5375091526
g8714,-0.2384395163,0.418574415
g8715,0.1241366699,0.6796464496
g8716,6.8638381606867E-005,0.9998189602
g8717,-0.0554118208,0.9188589882
g8718,0.125436094,0.7876812744
g8719,0.0140788072,0.9591428337
g8720,-0.080688372,0.7931143058
g8721,0.1363112967,0.4463097326
g8722,-0.1781349946,0.4754179711
g8723,0.344851942,0.4140905285
g8724,0.1668057652,0.4378661083
g8725,0.1226490363,0.4664435809
g8726,0.2483131736,0.4790245574
g8727,-0.1116873993,0.7588906189
g8728,-0.1003979526,0.7117071265
g8729,-0.187363764,0.4495892008
g8730,-0.1085607196,0.6162242636
g8731,-0.1676220664,0.8183329007
g8732,0.3984749181,0.4336686155
g8733,-0.2083115757,0.4884390198
g8734,0.0377520784,0.9277988069
g8735,0.1156126728,0.5640400036
g8736,-0.109621661,0.6631677429
g8737,-0.2453680058,0.4303515393
g8738,0.1418634959,0.5136192699
g8739,0.1215360463,0.4864098061
g8740,-0.1248260894,0.6241733836
g8741,-0.1616221853,0.419728684
g8742,-0.1713303857,0.5173089955
g8743,-0.1651906201,0.4870952948
g8744,0.4002985937,0.5474446958
g8745,-0.1142051739,0.6830649584
g8746,0.1352661922,0.4307223737
g8747,-0.0448206967,0.8770205144
g8748,-0.0286696547,0.9508054852
g8749,0.1585528187,0.7306375712
g8750,-0.5845754553,0.5461874773
g8751,0.0781788484,0.8652517888
g8752,-0.1427615901,0.5036714132
g8753,-0.0058495642,0.9907917538
g8754,-0.166973387,0.5646416887
g8755,-0.1054886121,0.6429952654
g8756,0.3998147321,0.4524869178
g8757,-0.1805549581,0.4247126422
g8758,-0.1390988282,0.6386822251
g8759,-0.1867840937,0.429717503
g8760,0.1512568514,0.4294726713
g8761,0.183021408,0.5425398541
g8762,0.1497331635,0.4395699614
g8763,-0.2364715396,0.669089683
g8764,-0.187691517,0.4421846422
g8765,0.1223232731,0.5664997509
g8766,0.0348865557,0.8889243513
g8767,0.1699856324,0.4987259914
g8768,0.2755518898,0.4168876796
g8769,-0.3271042868,0.5667896954
g8770,0.1491848621,0.5123701366
g8771,0.1182385916,0.5013581806
g8772,0.1361096513,0.5100583838
g8773,-0.0963501537,0.652359829
g8774,0.2014256002,0.4635171534
g8775,0.1354864934,0.5546690777
g8776,0.1282767334,0.5995954679
g8777,0.26185061,0.5528096817
g8778,-0.2325697303,0.4187135455
g8779,0.4162656718,0.4161593275
g8780,-0.1948590406,0.6014457697
g8781,-0.0968024361,0.6430349823
g8782,-0.1736710372,0.6210738545
g8783,-0.1049790345,0.6238904869
g8784,-0.0103205125,0.9724555422
g8785,0.2585626563,0.5701857806
g8786,-0.3660438132,0.4370207054
g8787,-0.1688044108,0.618897237
g8788,0.0450737106,0.9242456655
g8789,-0.2227876778,0.4320005145
g8790,0.1985154926,0.4184917651
g8791,-0.119302053,0.6254776341
g8792,-0.1187506768,0.6361444178
g8793,-0.0483351205,0.8580125521
g8794,-0.2281883536,0.6816434395
g8795,-0.2536691115,0.6211314125
g8796,0.0324205603,0.9220063268
g8797,-0.1466717789,0.5387902413
g8798,0.0449560085,0.9331151623
g8799,-0.1334647975,0.5711071547
g8800,0.1590226075,0.4343883997
g8801,0.0403783539,0.896161595
g8802,0.2019266408,0.4851362065
g8803,0.2329973152,0.4745146131
g8804,-0.0653936813,0.8826680017
g8805,0.0002731462,0.9996043495
g8806,-0.1897878991,0.4490118137
g8807,0.0479781065,0.8859271852
g8808,-0.1478862337,0.7061359148
g8809,-0.3090999191,0.433071974
g8810,-0.0504844016,0.9047787934
g8811,-0.0937277305,0.6263169164
g8812,0.143612939,0.4812878697
g8813,0.0724965917,0.7637727185
g8814,-0.0760027202,0.7997892231
g8815,0.2399653621,0.6265759553
g8816,0.0599291188,0.8264936017
g8817,-0.1797366166,0.5841741089
g8818,-0.1065920474,0.594029718
g8819,0.1974219409,0.523312159
g8820,0.2197185879,0.4478612595
g8821,0.2193679825,0.4310606509
g8822,-0.0009323831,0.9975890312
g8823,0.1163543257,0.6762028669
g8824,0.0539090987,0.8861843847
g8825,-0.1678091368,0.5022113251
g8826,0.2535876196,0.4468803813
g8827,-0.0666936541,0.8164938591
g8828,0.075573723,0.9152259355
g8829,0.0005667365,0.9983650916
g8830,0.1480857387,0.6094764311
g8831,0.1276655747,0.435641906
g8832,0.0504959576,0.926134981
g8833,0.3560366627,0.4203352857
g8834,0.0761581012,0.8485850706
g8835,-0.0260997126,0.9386097862
g8836,-0.0627816788,0.8360346998
g8837,0.0186476379,0.957282799
g8838,-0.2757335485,0.4551454201
g8839,0.1702534118,0.4202557323
g8840,0.1200237231,0.6815875056
g8841,0.1922174174,0.4388650448
g8842,-0.0142068816,0.9647743455
g8843,0.110181787,0.7616599187
g8844,-0.1923497853,0.7646254542
g8845,-0.2289904449,0.4698600192
g8846,0.1917162217,0.4205447124
g8847,-0.2136908654,0.4535903435
g8848,-0.1777096065,0.4442536252
g8849,-0.1047287608,0.6165990204
g8850,-0.145600987,0.7355392122
g8851,0.1793731545,0.7586312229
g8852,-0.2414884185,0.6686704146
g8853,-0.2229168538,0.4829947013
g8854,-0.0755314288,0.7772092889
g8855,-0.2984654326,0.4448523762
g8856,0.1216971918,0.7617539239
g8857,-0.0155612308,0.9563236946
g8858,-0.2799190576,0.4365871673
g8859,-0.1331522487,0.4742913287
g8860,-0.0895401853,0.6914610099
g8861,-0.1329560577,0.42561671
g8862,-0.1744898947,0.4589339797
g8863,-0.113521696,0.6896609619
g8864,-0.2822047544,0.4257742884
g8865,-0.1195046127,0.7597758903
g8866,0.1306372625,0.4627385776
g8867,-0.1232187043,0.5608258418
g8868,0.0590222797,0.9400378902
g8869,-0.1918884339,0.4513037048
g8870,0.1966118869,0.4223387209
g8871,0.0026902096,0.9937552025
g8872,-0.1296106576,0.4245327935
g8873,-0.1059938616,0.6348192691
g8874,0.393298701,0.5154613754
g8875,-0.1331317366,0.6583234318
g8876,0.1315404577,0.4226800039
g8877,-0.2048026361,0.4338688639
g8878,0.1351971266,0.4259660564
g8879,-0.1457918999,0.5515961023
g8880,-0.1964756644,0.4277162995
g8881,0.0414310524,0.9266484874
g8882,-0.1965497926,0.4258217986
g8883,0.2814399425,0.7409354303
g8884,0.2640564874,0.5002314985
g8885,0.1363112743,0.5233115287
g8886,0.1133525692,0.47389918
g8887,-0.2017022521,0.6967936516
g8888,-0.1888999289,0.5242150763
g8889,-0.1187803136,0.6294782553
g8890,-0.1359578689,0.658388368
g8891,-0.0092955873,0.9748331183
g8892,-0.1860907644,0.4817603401
g8893,-0.2135999622,0.4933533849
g8894,0.1053015989,0.637230605
g8895,0.2164388634,0.5942115295
g8896,-0.1203211804,0.6036846165
g8897,0.1491525237,0.4501093244
g8898,0.1151958128,0.721724279
g8899,-0.1284787663,0.6172832662
g8900,-0.1386413821,0.6039766435
g8901,-0.1360281682,0.4478434945
g8902,0.5636989998,0.4240375759
g8903,-0.1613893426,0.6503313825
g8904,0.2247803888,0.5345402586
g8905,-0.0811963503,0.7347484902
g8906,0.0953193196,0.6044429657
g8907,0.1964816252,0.4559852333
g8908,-0.1708923813,0.6033655862
g8909,0.1548573809,0.6648756051
g8910,0.1587424796,0.4269818739
g8911,-0.1755386405,0.466794791
g8912,-0.1031218947,0.6251150717
g8913,-0.1511171565,0.7685789175
g8914,-0.1908209692,0.4807879862
g8915,-0.0671058935,0.8041865509
g8916,-0.0803890922,0.7586039054
g8917,0.2289509833,0.425396047
g8918,-0.348239136,0.4755500417
g8919,-0.1439459168,0.5867876129
g8920,0.1350399901,0.6332374323
g8921,-0.1399497735,0.6720243722
g8922,-0.2156082751,0.5472610709
g8923,-0.0224545199,0.9383557896
g8924,-0.0266804892,0.9704209682
g8925,0.1193362137,0.4297693802
g8926,-0.0631786911,0.8253298756
g8927,0.1795447453,0.5140967452
g8928,0.1881563246,0.4441642333
g8929,-0.0199198882,0.9389880145
g8930,-0.45482638,0.4976660579
g8931,-0.1009756906,0.7002243165
g8932,0.2176266251,0.4709164982
g8933,-0.0364321137,0.9237922686
g8934,0.1279985421,0.4391809254
g8935,-0.2024647829,0.4527627631
g8936,-0.203559745,0.4792139234
g8937,-0.1835145923,0.6294494276
g8938,-0.2530204384,0.4322822031
g8939,-0.1046409048,0.5995924468
g8940,0.1422952873,0.4424577498
g8941,0.1064735322,0.7595942017
g8942,-0.140672147,0.452673178
g8943,0.2677646237,0.4274560269
g8944,0.2499476574,0.4886664022
g8945,0.0903275698,0.7056731956
g8946,-0.1520940001,0.488380745
g8947,-0.1034947426,0.6867471438
g8948,-0.2060725086,0.5560396908
g8949,0.176543,0.4271993406
g8950,-0.1216990919,0.5393043189
g8951,0.1070540354,0.5219568988
g8952,0.080960301,0.835446386
g8953,-0.2252465394,0.7016590399
g8954,-0.3160870985,0.450530654
g8955,0.06666153,0.7818239857
g8956,0.2775599327,0.5025334472
g8957,-0.174022953,0.4628311498
g8958,0.9574965386,0.4287993068
g8959,0.0257669124,0.9247278019
g8960,0.2146862199,0.436828189
g8961,0.5444511361,0.438592174
g8962,-0.1601134114,0.6470864169
g8963,0.1242963402,0.7126308868
g8964,0.0109813588,0.9723821324
g8965,0.1790622774,0.4711717406
g8966,-0.0019907954,0.9944236759
g8967,-0.1613825167,0.7064341258
g8968,-0.2429249752,0.5537941035
g8969,0.1323176991,0.6263782489
g8970,-0.1190498713,0.4345662379
g8971,-0.1032459225,0.7184744743
g8972,0.093002305,0.7590377697
g8973,-0.4767078612,0.5770419728
g8974,0.1966114142,0.5694696132
g8975,0.1453710155,0.4466255957
g8976,-0.1794462362,0.6489325278
g8977,0.263949356,0.4901910601
g8978,0.1437835247,0.4409976906
g8979,0.0600706729,0.8765068608
g8980,0.1686162178,0.4339071326
g8981,-0.103149039,0.7249986256
g8982,0.0175099372,0.9650866763
g8983,0.0201423432,0.9363424841
g8984,-0.5082613703,0.5595220908
g8985,-0.1540032649,0.4851365114
g8986,-0.1306586113,0.5012660119
g8987,-0.1243740023,0.5688628983
g8988,0.153450146,0.4921545279
g8989,-0.1345909417,0.5323752178
g8990,0.3366392041,0.4784648093
g8991,-0.1069757073,0.5495300737
g8992,0.1802158178,0.4668362552
g8993,0.1390428786,0.5679401187
g8994,-0.2661896049,0.5048563428
g8995,-0.1998461662,0.5768985233
g8996,-0.1331923826,0.5259249319
g8997,0.3585018505,0.5927734235
g8998,-0.1218815611,0.6905555359
g8999,0.1354495166,0.4955187387
g9000,0.1426654948,0.7332921399
g9001,0.2212843789,0.5923527368
g9002,-0.1367048248,0.5543267962
g9003,0.1353394322,0.7638239192
g9004,-0.3772327834,0.467593395
g9005,0.1415141238,0.6409220317
g9006,0.1881511323,0.4767551407
g9007,-0.0627786577,0.7747922708
g9008,-0.1304822809,0.4370206251
g9009,-0.2161112364,0.4498044052
g9010,0.172168372,0.5419720292
g9011,0.1699958263,0.6333324389
g9012,-0.2148426286,0.5331237156
g9013,-0.0537364852,0.8730276217
g9014,-0.186646292,0.4401541866
g9015,-0.1261000215,0.5415242328
g9016,0.1325514329,0.4481460171
g9017,-0.0927936212,0.68639068
g9018,-0.1157110404,0.7029116116
g9019,-0.1940703402,0.5182947541
g9020,-0.3404736904,0.4837393063
g9021,0.2442333901,0.4620547375
g9022,-0.5402025028,0.4779096441
g9023,-0.0601694911,0.8620898341
g9024,0.1854955131,0.4991796376
g9025,-0.1345463964,0.4460075431
g9026,-0.2786544921,0.4378459104
g9027,0.1572231135,0.5066851248
g9028,0.1326979271,0.447011154
g9029,0.1596825208,0.5021824385
g9030,-0.2653101983,0.4435600671
g9031,0.122722174,0.6374241195
g9032,0.2154305052,0.4663581129
g9033,-0.165653339,0.7087242549
g9034,-0.1271373039,0.677837889
g9035,0.1354070244,0.4600624516
g9036,-0.0554292778,0.8306564419
g9037,0.0346651148,0.8751112344
g9038,-0.2449166825,0.4904123092
g9039,0.2892379313,0.4342279578
g9040,0.1680329276,0.5671988473
g9041,-0.1908862115,0.5228664472
g9042,0.1779638644,0.6316024978
g9043,-0.220364906,0.4616117835
g9044,-0.235726338,0.602787983
g9045,-0.0696606189,0.7647251836
g9046,0.1325250854,0.5589902981
g9047,0.1507782749,0.485882826
g9048,0.6240864628,0.4631495911
g9049,-0.1176024029,0.4387981929
g9050,-0.1128949465,0.6576767378
g9051,0.1537070278,0.4353579377
g9052,-0.1177451109,0.6788640508
g9053,0.2144256133,0.435784728
g9054,0.0845379281,0.7605540396
g9055,-0.5622158548,0.4621775741
g9056,0.4835696838,0.4590680352
g9057,0.127798376,0.57615957
g9058,-0.0311321856,0.9195532311
g9059,0.1343779103,0.7337383768
g9060,0.1515229639,0.4647271134
g9061,-0.1432210934,0.4737280123
g9062,-0.1096931633,0.627925031
g9063,0.0670946328,0.7932297866
g9064,0.1178398628,0.5617013659
g9065,0.0137903207,0.9683419341
g9066,0.0434245793,0.8629807758
g9067,0.2581704401,0.4624337969
g9068,-0.1001966816,0.7849617696
g9069,0.1431156466,0.4743365422
g9070,0.0595136803,0.8497262589
g9071,0.1822891336,0.4577945765
g9072,-0.0923091299,0.6835422994
g9073,-0.2771421477,0.5124384277
g9074,-0.4215466054,0.5753205998
g9075,0.1332481132,0.7084779781
g9076,0.1428782878,0.455858757
g9077,0.1087072616,0.6823771105
g9078,-0.1777245068,0.4908661308
g9079,-0.0427172155,0.9029036033
g9080,0.1517879812,0.438344483
g9081,0.2470508084,0.4605432557
g9082,0.0984776142,0.6520803597
g9083,0.1569464237,0.4489212537
g9084,0.1347928541,0.8243469029
g9085,-0.1685326504,0.46493035
g9086,0.1214120458,0.8125962628
g9087,0.1217132262,0.5413627398
g9088,0.0909485034,0.8198817607
g9089,-0.2219265094,0.5789800678
g9090,-0.0698569211,0.7295356794
g9091,0.1538234065,0.4391441548
g9092,-0.0906957691,0.9001723127
g9093,0.7010039739,0.5082064775
g9094,-0.3654909854,0.5000435983
g9095,0.1098764016,0.64668096
g9096,-0.0267212067,0.8924268076
g9097,0.3101899569,0.4840944412
g9098,-0.170953961,0.531930743
g9099,-0.1238854302,0.7071500335
g9100,-0.0751344976,0.7811835223
g9101,0.1902930931,0.5581895482
g9102,0.1542221824,0.5503673046
g9103,0.1612387421,0.4771138774
g9104,-0.1573449734,0.5971899437
g9105,-0.1555883479,0.5775103396
g9106,0.1725645971,0.5646083362
g9107,-0.1220306663,0.4627175309
g9108,-0.1404846028,0.84507414
g9109,-0.0647486694,0.8602297059
g9110,0.1490376277,0.5571077416
g9111,0.0558506279,0.7789167445
g9112,0.1102440362,0.6014199476
g9113,0.0703767267,0.7476988899
g9114,-0.213690692,0.5287519934
g9115,0.143077455,0.6531164319
g9116,0.307149075,0.630108022
g9117,-0.1530107141,0.7401173342
g9118,-0.0982585015,0.6734272889
g9119,0.1744484731,0.4717510052
g9120,-0.1567208318,0.4503190862
g9121,-0.1397671414,0.5239601571
g9122,-0.201014642,0.5011251017
g9123,0.1817971867,0.4915912913
g9124,0.1583472434,0.455730082
g9125,-0.1173668651,0.5920704537
g9126,0.2117739411,0.4577989099
g9127,-0.1796857068,0.4698723723
g9128,0.1359923276,0.5204916875
g9129,-0.2628695097,0.4673195339
g9130,-0.1342297083,0.502553333
g9131,-0.1733335144,0.5754927962
g9132,-0.081636533,0.8220755359
g9133,0.1281759794,0.4840854653
g9134,0.1177832393,0.5208155579
g9135,-0.2213023621,0.614650026
g9136,0.0748550521,0.9236280782
g9137,-0.1448899806,0.5617018155
g9138,-0.1877925864,0.4540268235
g9139,-0.1323324825,0.4694055237
g9140,0.2112348713,0.4454243543
g9141,0.1107491611,0.5305615083
g9142,-0.0394454655,0.9200381921
g9143,0.1105142183,0.7622411655
g9144,-0.1213505837,0.5572327593
g9145,-0.0883565147,0.6964956471
g9146,-0.0970651787,0.8211651137
g9147,-0.0632633251,0.8205632441
g9148,0.1706953786,0.5065005837
g9149,0.0802778137,0.6933744725
g9150,0.1785612972,0.4490388676
g9151,-0.328020829,0.4556632769
g9152,-0.1897167752,0.554720901
g9153,-0.0883439569,0.7511119642
g9154,-0.154398751,0.4489519671
g9155,-0.1561882803,0.5981978806
g9156,-0.1295697256,0.6645934308
g9157,0.1511438412,0.5423396306
g9158,-0.0095832831,0.983514645
g9159,0.0712759997,0.8634082713
g9160,-0.2846842062,0.5588143012
g9161,0.0100319167,0.9802316862
g9162,0.1409728657,0.6318001007
g9163,0.1217169999,0.4605887392
g9164,0.3293847469,0.6011874872
g9165,-0.1210096934,0.4621047009
g9166,-0.1937218729,0.5847726585
g9167,0.0686345332,0.7866587087
g9168,0.0584077367,0.8413385917
g9169,0.1129888824,0.5090728349
g9170,-0.1156263598,0.5816404548
g9171,0.4829885981,0.4540218141
g9172,0.1070036385,0.5931407004
g9173,-0.2518660336,0.4686669105
g9174,0.2355336924,0.4467433205
g9175,0.0551762759,0.8143899225
g9176,-0.1313844301,0.565535623
g9177,0.3058084421,0.4466039609
g9178,-0.1251899438,0.6586288817
g9179,0.1448524149,0.5113641239
g9180,-0.1221709784,0.4781301575
g9181,-0.1738688693,0.519531932
g9182,0.137184967,0.4635185079
g9183,0.1874062601,0.4541987385
g9184,-0.0027206176,0.9924017259
g9185,-0.1502396197,0.5519011109
g9186,-0.175185517,0.4594492572
g9187,0.107746887,0.4512713633
g9188,-0.1032632568,0.6900089563
g9189,-0.2143231655,0.7737534136
g9190,0.0482496448,0.8648331546
g9191,-0.0067162176,0.9809822121
g9192,0.1653048104,0.4577795945
g9193,-0.1551043806,0.4919464123
g9194,0.1899248295,0.4685430674
g9195,0.2982100129,0.6082300291
g9196,-0.1280298356,0.5901361063
g9197,-0.4464229517,0.463864138
g9198,-0.2509103764,0.5280476173
g9199,0.0962719191,0.769213874
g9200,-0.3443466544,0.5614173635
g9201,0.0919954871,0.8354613385
g9202,-0.1179280566,0.7513071723
g9203,0.1380017963,0.4614796418
g9204,0.1197724655,0.4678295002
g9205,-0.0336115859,0.9236137802
g9206,-0.1972886499,0.4804722084
g9207,0.1746560921,0.4526931926
g9208,0.1193204191,0.7450912183
g9209,-0.1081999504,0.454724392
g9210,0.1644956288,0.5910742421
g9211,-0.2095806034,0.4544103272
g9212,0.0154465033,0.9522863494
g9213,0.062028354,0.7917783676
g9214,0.3203942413,0.487515369
g9215,0.0366892646,0.9150467683
g9216,-0.0468975933,0.9326976737
g9217,-0.0388037357,0.8843078829
g9218,-0.1446879686,0.534750214
g9219,-0.102706039,0.650081173
g9220,-0.170313301,0.5242195452
g9221,0.1738236334,0.4826174202
g9222,0.1527023599,0.6064183262
g9223,0.0835858773,0.7797771722
g9224,-0.1756845607,0.5858562242
g9225,-0.0960962476,0.6151490725
g9226,-0.19455024,0.461801514
g9227,0.0476275956,0.8692119636
g9228,0.0783931294,0.8324677766
g9229,-0.256758029,0.4594958456
g9230,-0.1139812094,0.6659947135
g9231,-0.1100858859,0.7334256873
g9232,-0.2744415438,0.5310345044
g9233,0.1091121862,0.6541113522
g9234,0.1440475545,0.4598846105
g9235,-0.207282221,0.6074196328
g9236,-0.1380206087,0.5734539689
g9237,-0.1882332446,0.4642315312
g9238,-0.1412191187,0.4744353754
g9239,-0.0223309277,0.9576466062
g9240,-0.2468314154,0.5788963796
g9241,-0.2520392577,0.6844978493
g9242,0.2107222708,0.8115953238
g9243,-0.0433830048,0.9012216159
g9244,0.1455480213,0.4574841557
g9245,-0.0798191242,0.6561754268
g9246,0.1223482026,0.6923956132
g9247,0.0618958391,0.8750959638
g9248,-0.0511719044,0.842784815
g9249,-0.3126371122,0.5552626516
g9250,-0.2356407896,0.455530073
g9251,-0.1347920839,0.7396929309
g9252,0.0801594275,0.711094022
g9253,-0.2006454967,0.4664801502
g9254,0.1614285949,0.4511701929
g9255,0.0730543528,0.7550480175
g9256,0.1379089091,0.4725944907
g9257,-0.0551954314,0.8602141614
g9258,-0.0272693837,0.9042961742
g9259,0.2739925844,0.4910267376
g9260,0.1215779722,0.8291018347
g9261,-0.1442488567,0.5845373784
g9262,-0.165689718,0.4651888409
g9263,-0.0134614784,0.9513437468
g9264,0.0613885966,0.8921893942
g9265,-0.1684787115,0.5183593112
g9266,-0.1126785314,0.455071667
g9267,0.2504832048,0.4757624644
g9268,-0.0435120864,0.9490990265
g9269,0.1722268793,0.4614827291
g9270,-0.1039703701,0.4593553646
g9271,-0.083643792,0.8678297502
g9272,0.0451705873,0.8520166138
g9273,0.4478673347,0.4558030366
g9274,-0.0940822564,0.5502266588
g9275,-0.2491748487,0.5404788494
g9276,-0.1414249268,0.455533479
g9277,-0.050055853,0.8711960087
g9278,0.1124508879,0.5194527357
g9279,0.1514102468,0.5601822355
g9280,0.0588698057,0.821889541
g9281,-0.1649995408,0.4591994148
g9282,-0.1790288145,0.4567801071
g9283,-0.0481599416,0.8569875488
g9284,0.1186736073,0.463600084
g9285,0.117822713,0.624061766
g9286,0.138445768,0.4760157279
g9287,0.1634131591,0.4955231962
g9288,-0.0688018262,0.7065572497
g9289,0.3916129241,0.4531872531
g9290,0.041819794,0.9165014764
g9291,0.1530497184,0.454458825
g9292,-0.047025254,0.8958173909
g9293,0.1115153869,0.5706074074
g9294,0.1424672544,0.7960725574
g9295,0.1229889364,0.4555806568
g9296,-0.1387185495,0.6856701923
g9297,0.1363101252,0.4999210089
g9298,-0.1116080414,0.4776444295
g9299,-0.0018327652,0.9957881433
g9300,-0.084265891,0.6732038305
g9301,0.1616678645,0.8411489864
g9302,-0.0430172889,0.8926061744
g9303,-0.1597208843,0.8073444299
g9304,-0.155492877,0.5932325802
g9305,-0.1366324715,0.4976202116
g9306,0.1289264784,0.4645398252
g9307,0.0885786442,0.8511881928
g9308,-0.1443446983,0.4587485762
g9309,0.040749897,0.8864345883
g9310,-0.195386038,0.5976691142
g9311,0.115420045,0.785388938
g9312,-0.1115807439,0.7101391528
g9313,0.1298094138,0.4817037518
g9314,-0.0957260718,0.7503538788
g9315,-0.1785231986,0.5162278865
g9316,-0.1382032508,0.4593766316
g9317,-0.1435194755,0.5733852902
g9318,-0.1766166125,0.5155065812
g9319,-0.093177584,0.7021029605
g9320,0.0735140124,0.7566794126
g9321,0.137172116,0.4803138252
g9322,0.3213833484,0.7570066713
g9323,-0.1897223012,0.62360928
g9324,-0.1334714705,0.581169143
g9325,-0.113729279,0.6228292131
g9326,0.1443006125,0.5007922946
g9327,-0.4605009872,0.5224872603
g9328,0.2552318374,0.7328350445
g9329,-0.1970210553,0.664163973
g9330,-0.1170611574,0.7297947025
g9331,-0.2454434534,0.8345331291
g9332,0.1427940476,0.5909695416
g9333,0.129917518,0.5364642557
g9334,-0.3381422308,0.6116438012
g9335,0.1802396063,0.5327898008
g9336,-0.1344257776,0.5593211076
g9337,-0.1184887289,0.5351552465
g9338,-0.0457213429,0.8323428287
g9339,-0.5001042038,0.5139438979
g9340,-0.145172022,0.5301456872
g9341,0.1556662217,0.515884635
g9342,-0.0165033287,0.9674741644
g9343,-0.2168313171,0.5316627358
g9344,0.5965080061,0.5000986233
g9345,-0.2231117536,0.5390877135
g9346,-0.4014706253,0.4769214399
g9347,0.158146358,0.4839230842
g9348,-0.1405055978,0.5525943918
g9349,0.1550806187,0.5667621222
g9350,0.129248472,0.4861960232
g9351,-0.2034408824,0.4986578674
g9352,0.1367446425,0.4801752245
g9353,-0.214433176,0.4745060369
g9354,0.0288326498,0.8967828926
g9355,0.1424099868,0.4794139461
g9356,0.1040385737,0.719940137
g9357,-0.2127889089,0.5427202258
g9358,-0.1521040665,0.7205878289
g9359,0.1708669705,0.6040579848
g9360,-0.3280208723,0.5084351843
g9361,-0.1801463452,0.463379161
g9362,-0.0797233797,0.6632060627
g9363,0.1094085178,0.5323337407
g9364,0.0439685663,0.8438677649
g9365,0.026411446,0.9093447042
g9366,0.0956557163,0.6329203019
g9367,-0.3085634068,0.6075120991
g9368,-0.2015188429,0.5015252405
g9369,0.1571379123,0.4632616491
g9370,-0.281673608,0.6794028599
g9371,-0.1164254323,0.5435863504
g9372,0.127520938,0.4685478948
g9373,0.1699925872,0.462145904
g9374,-0.0285110358,0.9269789302
g9375,0.0974475899,0.5901976273
g9376,0.1509489993,0.7067715345
g9377,-0.075081686,0.7750791527
g9378,-0.1386132198,0.5253889137
g9379,-0.1755402914,0.4696193242
g9380,-0.1062265595,0.5204894191
g9381,0.0998442863,0.5960214674
g9382,-0.1365497725,0.4972798792
g9383,-0.1920683632,0.4822754095
g9384,0.1656786953,0.6081987734
g9385,0.1521010129,0.5065431468
g9386,0.0152235492,0.9749966638
g9387,-0.3749872789,0.5379610825
g9388,0.0575976048,0.8328204825
g9389,0.1927552181,0.6676807195
g9390,0.2458344288,0.5104993094
g9391,-0.0718041174,0.9147575793
g9392,-0.0977714568,0.6786427511
g9393,-0.0138448834,0.9658176273
g9394,0.1458370954,0.6225935159
g9395,-0.0601490966,0.8904078364
g9396,0.1720975866,0.62648796
g9397,0.4349011466,0.5869463195
g9398,-0.1004748843,0.7434881448
g9399,-0.0601067934,0.9174700779
g9400,-0.09551403,0.7181431708
g9401,-0.0031626676,0.9887044266
g9402,-0.3474572084,0.4833490522
g9403,0.0471894144,0.9055282863
g9404,0.131631676,0.5067496133
g9405,0.1267943466,0.6402561779
g9406,0.1151537069,0.7389029487
g9407,0.1117754078,0.6342887274
g9408,-0.0300147034,0.8971303128
g9409,0.0295836826,0.9380444171
g9410,-0.218934508,0.4707541279
g9411,0.0602594834,0.8343996888
g9412,-0.155928776,0.5658248324
g9413,-0.0751711802,0.7433475544
g9414,-0.1360507237,0.5899197133
g9415,-0.1107763284,0.5392465123
g9416,-0.1489744866,0.6038485791
g9417,0.3462390387,0.6216030009
g9418,-0.0008931022,0.9965899259
g9419,-0.1596341325,0.4777074098
g9420,0.1440715313,0.4825654042
g9421,-0.113510016,0.7548556507
g9422,-0.1082493313,0.5563945163
g9423,0.1741668056,0.47332685
g9424,0.0106601191,0.9706454421
g9425,-0.0488438756,0.8055899608
g9426,-0.157897117,0.5555984114
g9427,0.0433149011,0.8901655815
g9428,-0.3587478796,0.487994963
g9429,0.2013143349,0.613618368
g9430,0.118574326,0.4811211263
g9431,-0.0025592832,0.9928099606
g9432,0.142686863,0.5191447678
g9433,0.1817476665,0.5452738358
g9434,0.1281853024,0.4674895514
g9435,-0.2129373345,0.4738460618
g9436,-0.1231336518,0.5645025871
g9437,0.1578086258,0.5856181807
g9438,-0.2438185988,0.5579286864
g9439,-0.7058571124,0.4796897247
g9440,0.1932367945,0.633061226
g9441,0.1799266667,0.4850016232
g9442,0.1257568525,0.5159655474
g9443,0.1640327649,0.5188653921
g9444,-0.0077690783,0.9798062951
g9445,0.0278614061,0.9558761617
g9446,0.0704947115,0.7843243934
g9447,-0.2148013016,0.6849089637
g9448,0.0389527731,0.8592035972
g9449,-0.2494872681,0.6258076042
g9450,0.1412248065,0.4701226345
g9451,0.1147711984,0.7212906862
g9452,0.1034894705,0.8214142844
g9453,0.1280662716,0.4819794522
g9454,-0.0345830821,0.9047780314
g9455,0.1320413355,0.531600666
g9456,0.0274821156,0.9155570145
g9457,0.032523229,0.8972695391
g9458,0.1192199428,0.6773363069
g9459,-0.1915808217,0.5792556799
g9460,0.0973176467,0.7112898004
g9461,0.1407874151,0.578718711
g9462,-0.1270150226,0.5298253363
g9463,-5.91004410859242E-005,0.999926625
g9464,0.0780547875,0.7086038866
g9465,-0.1819547448,0.479118228
g9466,-0.1453227809,0.5977915395
g9467,-0.4335511855,0.5810064981
g9468,-0.0874253697,0.8307102216
g9469,-0.1446437379,0.548984438
g9470,-0.0790646574,0.8457956948
g9471,0.0531413267,0.8188657391
g9472,-0.1171347898,0.6024967595
g9473,0.0377517341,0.9186307528
g9474,0.1445629389,0.4733588033
