,D1_rep1,D1_rep2,D2_rep1,D2_rep2,D3_rep1,D3_rep2,D4_rep1,D4_rep2,D5_rep1,D5_rep2,D6_rep1,D6_rep2,D7_rep1,D7_rep2,D8_rep1,D8_rep2,D9_rep1,D9_rep2,D10_rep1,D10_rep2,D11_rep1,D11_rep2,D12_rep1,D12_rep2
otu_599,8.38376,9.33918,25.6769,20.9793,21.6322,17.8364,23.2892,21.7784,26.7512,20.0925,14.4756,11.5076,15.0983,12.256,27.6433,24.6123,28.2554,21.612,25.0709,24.294,31.1779,28.8925,14.2683,13.2024
otu_600,16.9113,16.6382,12.3458,15.8454,16.7401,16.1454,16.8112,12.5094,9.68037,9.68108,10.3397,12.6435,18.2507,16.7124,18.222,15.0484,18.9314,14.0853,14.0604,14.1947,10.0357,9.33934,7.88483,10.1514
otu_601,34.2466,30.3476,36.8292,31.7161,28.6524,23.9757,30.1194,29.5734,27.9753,31.6095,29.7794,26.4503,22.5615,27.552,28.139,27.1624,24.6978,27.2437,23.1701,25.9745,31.056,35.8373,34.8444,35.3599
otu_602,268.255,278.028,177.501,160.641,156.038,253.572,146.228,182.558,160.231,247.238,166.822,193.443,193.037,229.286,183.13,179.66,156.957,149.62,115.592,123.61,160.384,149.59,128.275,155.962
otu_603,135.652,138.594,87.2476,81.5303,25.115,27.1651,44.5955,39.3375,43.3539,28.9352,84.3644,75.0439,137.718,143.811,95.2426,113.468,37.3369,37.6317,64.2964,47.7798,49.5208,46.6208,79.7988,93.1285
otu_604,3.31044,2.93265,84.151,50.4513,88.3034,92.2928,25.4102,25.3405,2.60201,1.77125,1.38561,1.54059,3.42102,4.24947,147.149,202.691,191.977,199.337,125.713,83.2742,6.0492,2.8885,1.8498,1.06588
otu_605,9.83085,12.4862,2.8169,4.92187,4.09204,6.70223,6.9549,8.29981,7.19181,11.2609,4.31369,4.43114,12.601,11.74,7.31904,8.5612,7.88467,12.6558,10.8383,10.4451,12.4572,10.1348,7.05622,6.95681
otu_606,42.7526,46.1514,13.4843,15.8981,11.8303,16.2292,24.3592,22.6489,14.6847,10.997,15.8289,17.0045,34.264,47.3969,24.6962,32.0742,22.5452,31.8981,29.0153,31.1591,17.4964,17.1437,16.4544,22.4461
otu_607,15.4332,16.4436,24.2629,19.2403,20.4537,16.916,19.0934,21.4794,17.0911,16.1869,14.9533,13.6712,13.5265,16.1055,21.3207,19.7731,21.4927,16.0352,19.8319,18.8949,18.1524,18.5957,13.8317,13.9334
otu_608,10.2575,10.8016,6.78998,8.73163,2.12172,3.02976,4.3148,4.1056,1.97149,2.00667,4.31245,4.93837,14.4527,12.6257,12.783,16.3898,6.46995,8.64729,10.3976,8.25705,3.83218,3.81342,8.48622,8.10311
otu_609,25.6562,30.1688,22.863,27.6574,28.3648,33.7797,23.696,27.622,22.3799,23.0464,30.042,27.7863,21.0857,24.3187,22.3374,20.7135,26.6066,25.0419,23.9413,25.7286,20.2937,21.525,17.453,20.4585
otu_610,15.8807,13.7845,45.5542,46.7268,25.2968,18.0043,7.6956,6.80009,9.90305,7.7834,7.79659,6.53822,14.7518,14.2368,57.4066,44.8172,23.7556,19.9827,10.1699,8.80499,7.77827,6.69442,8.37445,5.4047
otu_611,18.6794,19.2441,19.9852,15.944,17.1627,25.4835,20.4775,19.4475,11.4981,12.7379,9.99417,10.5258,17.9912,16.9256,21.7099,25.2119,24.553,23.7921,18.2377,21.0702,15.7892,15.4256,11.2438,11.0554
otu_612,20.1966,16.8432,9.18614,12.4378,10.1247,14.293,16.0449,18.5481,12.5082,23.762,18.0754,21.172,20.3731,18.1779,13.9327,7.46582,7.61868,9.68271,17.3539,18.5736,16.2186,15.6827,15.4688,18.2613
otu_613,14.045,14.9092,14.7543,12.9427,19.1923,21.6865,19.9199,19.9923,14.8106,17.821,14.1669,12.347,11.7641,14.8522,7.04046,12.0313,13.6239,19.0125,19.0913,21.0016,11.8672,17.7511,11.0574,16.1026
otu_614,1.33011,1.37104,1.39719,1.52506,2.66648,1.48057,2.23333,0.700035,2.00088,3.06123,11.5063,11.0842,2.25244,1.70966,1.99575,2.32916,1.47257,2.3689,1.86321,2.82594,1.76462,0.768919,5.50881,5.84273
otu_615,9.60555,7.30454,11.8299,13.6704,9.35478,12.489,9.44046,15.2158,11.5669,13.3514,15.2268,18.1487,7.02432,11.2207,8.60345,14.6956,9.35688,16.4335,12.8258,14.185,11.1011,12.9678,13.9661,15.0017
otu_616,49.034,36.4275,24.0552,27.6828,12.7134,17.1195,18.3113,14.5875,15.6332,24.3855,17.939,18.8919,54.7226,45.868,67.541,68.7393,29.5552,35.4585,44.6933,33.282,25.8305,21.9813,27.9367,22.6097
otu_617,38.7336,45.9158,40.5459,48.5353,37.3144,46.8817,39.1636,43.1095,39.8803,39.0817,32.4651,38.5619,41.4626,40.744,46.3141,51.8923,42.0125,47.3946,38.5295,41.6626,39.6319,45.0434,29.718,33.7751
otu_618,6.27853,7.00609,10.2893,10.2256,10.002,10.5983,11.2396,11.1989,4.26809,4.44347,8.73711,11.112,10.7819,9.23724,15.8615,17.4094,11.7117,14.1582,15.077,12.8405,4.87956,5.23692,7.20192,7.48425
otu_619,13.4821,11.3062,5.25317,6.18721,2.97117,5.35444,4.81679,5.60151,3.79082,5.45202,5.43422,5.77914,9.43549,15.1336,4.52055,5.40426,3.75916,5.54796,4.95156,4.51001,3.50449,4.91051,6.25601,7.09983
otu_620,67.3724,90.0142,36.4762,61.3445,38.9519,58.0712,34.9506,49.4622,62.4272,92.1947,56.2359,95.3738,71.6752,98.3588,43.1713,59.0729,37.1958,47.2981,31.8991,45.2459,47.2527,76.521,63.8463,86.0944
otu_621,28.7777,32.9386,16.4316,17.7552,16.7287,21.6842,18.9058,21.7904,19.3169,26.9089,24.2804,27.3103,28.7428,32.9255,19.6697,20.9075,15.3443,14.8007,17.287,19.5678,21.0614,23.5649,21.8033,25.7801
otu_622,11.1551,7.12171,3.58337,3.86671,0.70898,0,0.353838,0.346007,0.563363,0.789653,3.2769,2.28891,7.24481,4.43111,2.77576,1.67643,1.30657,0,2.68181,0.379514,1.41072,0,7.37543,6.28858
otu_623,10.5023,10.794,13.9844,12.1225,16.6873,13.351,17.8668,14.93,12.0489,10.322,20.8837,20.4029,25.1455,17.6035,18.1576,16.7411,20.1802,16.6083,20.0543,17.8248,13.6752,9.63572,18.4461,14.4422
otu_624,6.57856,6.68544,2.16374,3.43789,3.70007,4.42006,4.40676,3.40528,5.32528,1.97732,9.50512,11.6888,9.62502,6.74128,3.74982,5.12405,2.20134,4.84903,4.21059,4.4683,2.8438,2.19683,4.52184,4.74287
otu_625,33.6041,30.5208,18.4272,15.7826,20.8994,19.3657,11.4368,12.9157,36.8074,36.5335,27.1697,21.0963,28.7117,23.88,11.9681,11.1929,22.196,13.6876,13.4698,11.9642,19.5573,22.1985,20.7102,21.8765
otu_626,263.703,248.159,221.468,211.602,241.212,376.513,279.442,291.894,256.318,307.779,160.621,155.05,209.216,203.246,278.118,261.316,274.244,263.754,212.828,227.652,272.825,270.886,165.152,181.287
otu_627,1.32371,0.308729,7.97,8.11947,8.50305,5.02181,3.45975,5.03568,0.519582,2.86032,0.288655,0.828274,1.43455,0.654028,8.5322,6.90346,9.24194,4.27539,4.87762,7.08503,1.29874,3.16598,0.803433,0.547653
otu_628,7.95979,8.97024,18.3592,18.9237,19.8854,16.403,13.1347,15.2494,11.2851,14.8335,10.4275,9.75831,7.33484,7.7356,15.9017,18.7694,17.3027,20.9924,25.9422,32.2467,7.45949,10.4116,10.5431,10.9518
otu_629,33.6374,43.4671,82.878,79.1619,107.723,148.84,103.927,116.332,79.4056,91.5477,43.7843,50.0196,30.8915,40.1443,75.2543,68.1993,103.293,95.1389,67.0305,93.0479,98.4501,104.007,40.8469,56.043
otu_630,4.67038,3.35276,7.6085,7.25654,11.1158,8.955,8.82235,9.45881,5.41184,4.45093,3.12655,3.51808,4.82402,3.89589,6.68047,7.1272,9.55546,8.91708,9.57329,7.89804,4.72289,5.03657,3.61066,3.94641
otu_631,23.448,29.5425,5.92672,3.22381,2.85674,6.80376,6.27666,9.01628,12.7588,11.3202,9.22444,13.4749,15.5579,22.6822,3.02347,3.62903,2.83993,6.70377,5.106,5.46627,5.50701,6.67022,9.05886,11.0312
otu_632,17.1608,18.9937,7.61772,10.8179,17.3897,16.3525,17.5884,17.356,17.7078,20.6523,14.5208,14.8628,13.8807,14.7754,10.9908,9.24157,16.2407,12.8327,12.39,15.677,18.3329,19.0833,13.8394,17.8964
otu_633,35.122,32.9437,35.3805,35.2052,23.4303,29.504,25.8504,30.3923,25.6722,26.2307,26.014,36.4383,37.098,48.4158,31.1604,34.6928,30.648,36.2495,29.5092,31.2528,30.8171,29.8302,36.4216,32.2417
otu_634,19.3086,21.3546,25.4103,26.7944,22.0555,21.473,20.1365,20.6923,17.7001,19.3081,18.2286,17.7323,20.999,25.1139,36.1466,29.6476,27.6028,23.6961,15.9042,19.6313,22.3196,17.7205,15.8591,16.813
otu_635,8.44463,12.1783,14.6183,4.3608,13.4409,8.48268,8.35906,7.8707,9.88463,8.05653,9.64067,6.87206,10.4197,7.88037,10.7155,9.47456,11.7009,5.13858,7.48564,9.02134,15.341,12.8909,15.726,12.5481
otu_636,2.66951,1.75555,11.5715,18.8839,10.305,14.0192,6.89311,8.92631,16.3881,17.625,10.897,12.3888,2.17985,2.69267,7.72929,10.0105,6.06213,8.63358,3.15539,5.01803,9.68503,14.3215,13.25,11.253
otu_637,6.93556,6.97907,12.2535,9.05427,14.7538,8.83585,10.6011,10.5774,11.5023,9.23982,6.10459,6.75037,7.02776,6.57244,12.5388,10.5329,14.069,11.9039,15.266,10.672,11.3254,8.56947,8.38898,9.13927
otu_638,16.4268,16.4802,19.6552,23.8941,30.2475,31.4734,24.6966,27.0727,35.6202,30.3712,30.2354,29.2595,17.631,15.3365,21.0249,21.4097,35.9348,28.9201,24.5282,17.5134,32.1217,33.1101,28.4295,29.2264
otu_639,9.11576,8.42007,14.8872,16.8343,15.5538,14.7153,15.6176,13.0284,11.2848,7.29298,12.9524,12.6217,14.0141,10.3145,17.9306,20.2902,16.1828,18.9565,11.4072,13.8806,7.91593,8.75882,11.1782,9.21366
otu_640,59.9723,63.1523,26.0876,44.0311,28.0944,40.1865,33.1197,30.3377,28.8031,45.7345,55.527,80.9826,87.6378,86.0302,37.1537,54.6077,30.8083,39.0296,25.1757,35.3692,26.4014,32.2556,48.9104,55.5268
otu_641,28.5425,40.89,38.1662,48.3979,30.2991,53.4213,31.1413,46.4812,23.8005,36.797,35.2152,52.7226,39.9923,46.8321,41.2718,53.9211,39.1041,49.8951,34.8725,50.1069,27.7181,34.1581,30.5999,37.3049
otu_642,52.3026,57.1703,25.4737,30.8532,32.1969,71.1232,32.9676,47.096,23.0255,36.2644,26.565,30.7451,47.2754,51.552,45.3661,44.7658,39.8533,52.0339,30.5369,41.3763,31.1958,35.8892,26.4614,36.6943
otu_643,20.1784,22.1683,16.5969,18.1682,15.141,15.1516,12.3971,12.4469,18.2458,18.7782,19.473,20.2212,18.3528,21.7266,15.4143,13.4688,11.9709,13.6312,9.99325,9.76417,17.6388,17.1956,19.9389,23.9385
otu_644,34.698,38.4344,65.96,62.4656,75.3132,83.0886,92.0137,93.853,78.9287,68.7316,43.9855,35.6508,26.6959,32.2093,45.2637,42.1855,69.5398,58.7054,64.8613,74.3528,77.0414,80.6197,59.6738,63.6075
otu_645,10.866,10.3708,1.78388,1.99658,7.58348,6.53234,13.0954,11.4493,3.88208,4.061,4.39253,4.76523,13.9565,11.9475,3.68515,5.54464,11.8264,17.99,34.1127,30.617,9.71815,9.02804,8.09047,8.99525
otu_646,48.6978,41.1367,29.4802,24.0311,38.2051,29.7954,42.285,38.7779,68.4491,59.0436,55.4274,51.9257,51.4235,40.792,28.8568,23.8763,31.6331,32.8335,41.6565,42.9938,58.2678,56.0147,53.332,43.7759
otu_647,15.1818,11.8537,6.56162,7.36345,3.5352,1.95093,4.18378,4.2244,0.87401,0.705376,1.16244,1.9767,13.6005,12.647,12.3305,11.772,4.36422,4.94302,9.95544,7.4196,2.01873,2.0187,2.22616,3.18097
otu_648,53.5807,87.6918,101.601,79.8497,148.884,249.304,189.641,204.189,172.94,194.082,64.0342,77.898,40.9848,46.2129,67.7868,42.0878,109.357,98.3716,97.4368,136.075,149.719,184.433,79.9041,104.099
otu_649,9.2705,10.5584,5.69993,5.66499,5.10327,6.33071,6.83715,5.28894,12.48,13.0735,14.835,15.0295,9.38216,9.89185,5.57054,7.04431,6.02075,5.46019,5.50594,6.15934,10.9759,11.2847,12.4901,12.4555
otu_650,89.4464,81.3843,145.56,104.593,79.2675,81.8568,93.0482,91.5946,51.2722,44.9765,48.838,42.7689,68.4695,65.4826,156.547,140.785,91.7974,68.0812,100.015,82.3926,67.482,51.8573,48.8034,51.1753
otu_651,17.2257,16.2005,23.1449,20.1515,15.1867,13.5244,25.0495,19.5087,11.1878,11.7177,17.076,17.0644,18.8342,18.8949,23.3146,30.9973,16.09,22.4437,48.4288,26.8968,13.3511,15.7525,17.8068,16.7625
otu_652,16.6397,31.849,9.13536,10.8029,2.60992,3.08193,2.10942,4.13886,10.8174,21.0614,30.8408,61.9782,13.9299,29.0219,3.84504,1.36336,0.52751,0.611172,0.768494,0.4617,7.40802,14.052,16.528,35.6974
otu_653,171.81,138.469,99.2329,101.148,94.3102,94.6059,114.868,113.206,127.523,118.587,119.778,131.236,126.387,119.627,114.467,89.0038,90.5272,113.567,110.871,105.143,133.672,117.434,165.868,134.536
otu_654,10.2626,12.9747,4.30881,3.95183,2.60362,1.41739,4.32835,2.28867,5.54294,3.83995,11.3715,10.6911,11.9403,14.2631,3.12553,3.53158,1.96706,2.5986,8.22036,6.17859,5.13812,3.45268,10.6425,8.58373
otu_655,15.8231,22.5487,12.7234,19.7232,12.9688,20.3462,17.3721,18.5678,35.6389,37.574,36.5399,45.4246,17.9727,19.7244,12.0339,15.3366,15.6679,17.7928,17.4902,20.2099,24.8335,32.483,32.0763,33.845
otu_656,10.4127,12.1462,5.57664,5.33739,4.33314,6.20951,5.65571,2.52184,14.3052,19.4093,17.1606,20.1912,10.5765,11.8744,7.53011,7.59987,3.10983,3.11122,3.32308,5.30132,9.94516,15.5928,19.3671,23.532
otu_657,8.25029,10.223,5.29718,5.47463,4.11745,3.74102,5.53369,5.57524,10.5934,9.46188,10.9057,10.098,13.4652,8.82093,6.44087,5.55814,3.46957,6.23189,6.43924,4.34286,7.26328,8.54667,9.42732,7.30683
otu_658,19.4668,19.5581,5.00549,7.81443,2.74514,3.58524,4.90489,5.67234,4.86198,4.98298,8.43213,5.91435,18.5284,18.4993,8.19312,9.25999,4.4268,4.32978,2.60204,4.09422,4.29315,3.35775,11.4717,11.3884
otu_659,15.0933,12.2604,17.2339,19.5775,14.5321,18.3563,17.3535,17.8152,15.4249,18.5798,16.4303,19.6142,11.9966,13.3473,12.1536,17.1835,15.0549,19.2741,17.9105,19.7921,15.9168,20.0943,15.5554,17.644
otu_660,20.5494,22.3402,7.50007,12.4496,6.53127,7.39247,6.08459,5.97561,7.11355,7.41798,5.68827,5.57874,21.2894,21.7723,15.3011,25.2111,10.0938,10.0907,6.43925,8.2793,8.33471,11.0863,5.6123,5.92367
otu_661,10.8967,12.1232,10.466,17.7337,17.3039,20.3307,12.7714,13.1111,25.348,30.0113,19.2476,22.2193,14.5619,17.8619,22.2423,23.0646,20.5985,19.2925,15.8257,19.0427,23.0994,26.4558,15.2077,17.3571
otu_662,13.3943,8.91009,15.8835,8.96321,11.4987,12.9957,11.8272,5.68688,7.66757,9.2951,12.3518,6.01107,12.7184,5.70734,8.62726,6.50818,6.55685,4.95158,8.60886,5.98437,9.36644,8.04065,6.78979,6.6686
otu_663,27.321,29.2675,49.3395,43.6893,38.8983,47.3435,39.7299,37.5088,28.4963,30.3188,17.3999,16.8566,22.6869,28.8452,45.6414,46.2954,40.3649,39.2252,29.0805,31.3276,28.8836,34.3097,13.6951,18.0815
otu_664,4.25569,4.32315,7.26807,23.5324,16.8481,21.2826,10.5814,15.0748,6.81506,6.23417,8.72201,2.88072,2.06912,3.30296,16.4543,28.6354,16.5469,17.1837,12.7437,12.8442,4.2976,10.2487,2.32005,8.42559
otu_665,5.42977,5.14137,4.5218,3.98906,9.62232,7.25047,8.76062,9.34291,10.3238,9.87998,11.6398,9.58845,5.40835,3.89102,3.78973,2.38472,8.93671,7.58465,6.95476,8.0458,9.12092,8.66369,8.92478,7.99577
otu_666,3.12968,4.63024,9.49368,8.17832,6.81321,8.9016,6.07284,6.96253,2.01973,3.36858,2.67569,2.70945,3.65431,3.04179,15.0447,13.5785,11.5471,8.2848,8.93755,7.70014,4.01126,3.43812,2.39186,3.53923
otu_667,15.9204,12.6286,34.9388,25.0172,34.6049,33.1816,16.605,15.815,32.3356,36.1621,30.607,26.0296,16.5136,17.123,33.7381,18.4762,27.2607,19.9226,16.0878,6.86143,39.4426,31.6452,31.1294,24.065
otu_668,13.4493,16.59,15.7223,18.5562,19.0809,25.2222,13.1844,14.8332,13.6808,19.3267,10.0321,15.528,12.9045,13.87,16.4818,21.2086,18.692,17.8664,11.3608,16.6587,11.9967,17.5336,8.29896,11.59
otu_669,21.1012,23.0268,10.6391,12.734,17.7744,25.1329,15.1571,19.7138,66.4695,82.0455,54.745,58.4452,20.4061,24.7106,7.4694,7.54794,14.5889,14.9105,10.2542,13.05,52.611,62.3177,40.8341,44.7089
otu_670,27.5875,29.4259,30.4102,32.0641,46.3896,48.9203,51.0772,50.7964,51.3497,45.8024,30.3222,29.359,20.7266,25.6645,26.4666,28.4264,40.0419,38.9966,39.2015,42.0443,51.7364,47.9024,31.036,32.6978
otu_671,22.4842,29.51,3.67919,5.42063,0.927262,0.576645,2.47679,3.63876,8.2078,10.2794,52.7022,79.6207,29.2569,42.5264,1.97198,2.31261,0.179501,0.719474,1.43234,2.91763,10.1745,13.8703,59.812,84.4476
otu_672,5.62109,5.07304,16.6514,16.8133,28.0963,29.9321,16.2326,15.3937,12.8038,11.9172,5.36372,6.76428,3.69773,4.19854,19.1206,17.764,26.279,32.4615,15.4918,12.2215,10.2509,10.7988,5.60725,4.96411
otu_673,2.31555,1.52897,4.6447,3.76208,13.3564,10.4185,5.69987,4.72725,7.97869,12.6262,2.08196,3.57173,3.5161,2.56799,3.95523,3.4727,5.64146,6.23176,6.55848,3.47286,5.98642,7.80824,1.61497,2.28923
otu_674,60.2182,78.9059,49.2374,61.1202,59.034,77.0802,47.0042,69.452,72.5883,70.5837,55.6221,66.5549,54.324,58.6083,52.0672,54.5743,52.8556,69.7191,59.2649,52.2644,68.7973,60.9063,64.9434,56.4125
otu_675,0.362859,0.156975,0.76348,2.23851,10.9474,8.62892,0.611254,0.386755,5.84082,4.90332,0.958024,0.757331,0,0.499693,2.90748,1.86984,18.1594,14.3073,1.3402,1.30409,3.34927,4.58678,2.57431,1.83409
otu_676,16.0376,15.9164,9.51064,7.68464,10.8834,11.8936,22.8373,22.3266,14.0548,12.72,8.62579,6.82062,15.3354,16.6458,8.7091,8.91876,10.7728,11.1412,14.928,13.3674,12.8582,12.8868,7.31739,8.13451
otu_677,17.0438,14.4195,10.7796,11.5715,10.091,11.0625,9.12811,9.84071,20.1957,16.7367,17.007,17.3607,15.6899,13.7637,10.9333,10.2715,10.4217,11.7424,11.2671,9.99205,18.8556,13.1723,16.7495,14.938
otu_678,8.50896,9.1021,7.09838,9.5728,7.45102,7.62362,6.6991,7.33575,11.6944,11.3295,13.1864,15.206,7.82516,11.3432,7.08545,8.25177,5.14417,6.4696,6.42814,9.51792,9.6958,12.2675,11.3781,11.6396
otu_679,23.1722,19.5158,20.3614,19.9945,9.44212,9.03904,10.9629,8.25701,9.14944,8.52631,12.196,13.5272,20.6971,20.1275,15.0578,13.3494,9.97277,11.4706,8.7148,8.66603,9.23193,9.36365,15.5061,13.8906
otu_680,6.30163,3.73756,3.09332,4.44321,2.41204,3.14713,3.32073,3.05495,7.20289,6.47768,10.4336,11.1584,5.49423,7.18598,2.92737,3.04573,3.0185,3.15254,3.05829,4.02185,4.71945,5.73675,8.3724,8.93518
otu_681,1.49757,2.00581,16.2561,19.6088,11.5567,10.1159,5.93087,7.53967,5.37989,3.14201,4.35935,3.62888,2.33144,1.65559,17.0867,18.1986,11.631,9.99076,5.2202,4.87041,3.35243,3.9392,3.05261,3.53137
otu_682,0.224545,0.510072,1.77934,2.94884,0.877579,2.17643,0.245406,0.328878,9.95532,20.1711,5.11898,5.73147,0.0980533,0.41606,0,0.560764,0.822904,0.820487,0.363138,0,3.56364,8.37565,1.89963,3.84247
otu_683,145.928,147.057,831.572,1001.44,569.204,540.596,94.8793,90.3343,79.2475,68.8212,90.2472,108.591,220.302,195.718,890.721,823.018,559.69,754.387,190.455,131.035,98.6955,93.2624,118.832,96.4404
otu_684,15.5038,12.9233,11.5276,9.94491,9.11168,11.6046,8.13122,9.54666,16.289,17.1433,15.9966,17.9381,15.1676,14.8438,12.2359,11.5233,10.4885,8.79921,8.91461,10.9697,15.9452,18.3455,16.0007,15.5467
otu_685,49.8032,53.2502,88.0629,128.559,48.4354,53.2801,41.3698,43.4722,125.421,159.09,141.478,182,46.405,61.8688,45.9708,40.4117,33.5289,29.146,13.316,14.5713,55.4817,88.1614,83.6381,113.668
otu_686,457.198,413.397,430.251,418.602,298.275,306.806,271.582,280.106,303.021,270.853,337.288,329.02,361.052,400.12,336.624,357.648,280.506,280.54,257.407,245.559,299.102,292.061,364.587,338.214
otu_687,24.0648,21.9873,8.10772,11.0488,9.82852,10.6253,11.8506,10.9577,18.8477,19.6614,18.1526,18.2434,17.5956,21.2132,8.47085,9.2172,10.4258,10.4786,11.4744,11.9843,15.7493,17.495,18.0527,16.1775
otu_688,7.42536,7.62669,84.2266,86.412,61.9712,61.4464,29.3335,23.1347,16.5323,10.8486,4.92535,4.24463,5.39134,6.12201,90.7425,87.9765,55.8283,49.3451,21.4165,21.7013,13.4377,13.5665,6.89015,5.33114
otu_689,0.911712,1.45263,6.74456,8.83519,9.07695,10.7129,6.03691,4.00082,1.96277,1.40104,0.479502,0.52607,0.555892,0.628073,11.3105,8.91824,8.35395,8.89071,2.91321,7.29265,3.25154,2.16906,0.629973,0.693564
otu_690,22.8379,16.2011,15.519,11.1323,15.512,11.9715,12.7933,9.60504,25.0974,17.1704,22.8351,18.0385,22.2419,19.0626,15.0406,10.6606,13.2006,12.5914,10.7777,10.9709,17.7639,17.5696,18.0143,18.7781
otu_691,12.7226,15.4866,13.2238,17.5212,12.1185,17.7572,14.1367,19.7356,14.5929,18.213,13.8768,15.451,10.8577,17.1485,12.6834,13.6452,11.4704,19.6075,13.3126,15.0934,12.6208,19.3822,12.9253,16.6104
otu_692,19.0874,23.7353,17.4713,17.3687,20.7499,15.6105,19.7225,22.2793,30.9475,30.3135,34.3637,39.1829,21.8693,22.4241,14.902,16.6084,19.0537,18.6131,17.889,16.9508,26.44,28.3969,30.4662,30.557
otu_693,26.1579,26.8314,11.6956,11.0977,10.3807,11.7013,11.0575,8.10786,16.2742,18.1579,17.4952,17.9388,17.8934,21.316,12.9805,11.6248,6.52263,14.1901,7.20626,7.62459,25.9513,15.999,26.9358,12.6836
otu_694,17.1466,20.0685,9.54116,12.9053,10.3799,15.1641,14.5713,9.65032,7.55589,8.0279,8.10239,12.6579,18.7916,15.1535,12.6039,10.2276,12.3814,14.0586,10.2034,11.6998,8.46308,7.96585,7.36888,9.17634
otu_695,95.0228,103.531,126.455,105.964,146.939,143.793,123.951,130.855,135.337,149.303,101.255,102.068,90.5361,75.4062,129.356,113.659,135.411,125.379,110.715,114.173,141.423,132.245,108.641,112.474
otu_696,23.3886,34.3219,26.252,31.5119,22.4761,34.1499,26.651,39.0969,25.8484,28.9922,20.6957,29.2868,23.613,30.4954,25.8782,31.0145,26.9183,31.5631,30.9156,38.2301,35.0636,36.084,32.2434,35.2611
otu_697,6.35801,5.68613,2.77661,3.13209,2.58875,2.93214,4.24544,3.59958,5.27276,8.02872,13.3161,17.1472,12.408,11.4206,5.18582,5.41906,1.95358,4.82714,3.87413,3.87244,3.81639,5.04009,12.3727,10.7533
otu_698,13.9446,13.1662,9.74747,8.60835,11.1094,9.36584,9.99175,10.577,15.0814,13.7792,17.8572,19.8361,14.122,16.4789,7.94752,8.19268,8.59399,9.83208,8.75338,11.5332,14.0824,17.2927,17.8946,20.4312
otu_699,15.9549,16.1028,22.3703,28.0923,21.9585,28.0104,28.064,27.9205,21.5911,23.0215,26.8031,33.9504,36.637,32.9199,29.3711,34.3106,22.3172,23.4289,26.3533,31.0331,19.9323,22.2006,18.8439,22.7313
otu_700,40.4829,33.8914,18.1979,14.4483,7.0889,5.53439,10.1371,11.1979,5.61869,5.72695,8.34881,6.22144,33.9477,35.6869,16.2782,14.9086,9.80691,7.28486,10.6818,10.6845,7.76765,5.75555,10.7328,10.7829
otu_701,17.703,20.2125,28.3801,22.5356,33.523,35.6244,36.2394,31.1852,23.8859,25.8003,15.3775,10.0569,11.0916,10.5615,21.7631,20.4924,27.536,26.9298,28.4006,33.5458,31.6746,32.0518,20.7375,18.6029
otu_702,250.607,233.738,222.837,198.609,169.869,185.111,178.365,164.199,222.255,197.657,214.228,203.345,230.338,225.399,232.275,209.767,190.082,172.977,173.918,164.807,230.316,196.056,240.415,216.025
otu_703,16.2124,20.389,47.2431,46.0444,74.7778,80.0723,43.2565,44.1574,33.7384,31.3447,23.1599,21.0741,11.8407,15.0522,41.1908,42.0442,54.4661,55.8684,33.3483,36.3864,26.4993,31.6523,15.8312,20.8586
otu_704,12.7585,14.4799,16.0668,14.9497,13.4496,15.5908,12.4585,14.6908,12.9544,20.0009,10.8053,9.05021,12.4012,13.265,15.2394,15.6464,15.6933,13.1502,9.29325,13.7567,11.4258,15.1543,9.32189,9.64612
otu_705,73.5479,89.8915,42.4285,55.7352,17.2999,33.5605,20.1473,23.0421,24.2858,31.0281,30.7512,42.5772,68.1607,98.8217,44.2768,55.6267,22.816,37.3676,24.7451,28.9153,30.5445,33.9137,52.7327,55.9649
otu_706,14.0169,10.9724,11.1266,12.223,14.5298,12.0537,14.689,13.0241,15.112,13.34,13.9134,19.4154,17.6853,16.4844,6.28924,7.23865,15.8199,17.0979,12.4187,13.0989,15.858,13.3957,16.7944,17.7391
otu_707,14.9835,10.3291,5.83829,6.92869,7.83287,8.86378,6.68121,19.0849,15.0655,14.5784,24.9913,23.7,13.6788,28.9449,12.8714,7.23418,8.05278,9.0151,6.27479,7.82037,10.9587,14.204,32.2626,16.2416
otu_708,7.66663,11.9059,6.30828,10.7435,8.70471,11.6542,9.80747,10.5264,10.1272,13.3558,11.242,22.2128,13.6472,15.6867,10.2895,9.11392,6.52245,8.71903,7.17898,11.1122,8.49818,12.2299,13.2331,14.5593
otu_709,81.215,96.6678,92.7693,120.277,81.1702,116.494,71.2876,82.7565,59.4778,60.408,64.2184,82.5231,73.3931,92.4358,78.1305,85.0532,80.1983,92.5822,64.847,59.4222,55.949,63.7418,85.4666,77.2322
otu_710,12.9316,11.7537,14.5983,12.1875,15.6544,9.30185,12.5686,11.0044,5.84215,5.85771,9.20265,12.2606,20.9707,16.0531,14.4212,16.1942,12.4376,11.8787,11.3467,9.7617,6.69402,6.49048,6.09437,7.19166
otu_711,15.744,22.2329,22.9371,24.6408,18.8401,25.1433,17.7932,22.3967,15.6005,16.5095,14.1052,16.9517,18.4978,19.5477,20.3358,26.276,20.6383,18.9811,20.0939,22.4428,18.4791,20.2852,15.7953,19.0848
