,D1_rep1,D1_rep2,D2_rep1,D2_rep2,D3_rep1,D3_rep2,D4_rep1,D4_rep2,D5_rep1,D5_rep2,D6_rep1,D6_rep2,D7_rep1,D7_rep2,D8_rep1,D8_rep2,D9_rep1,D9_rep2,D10_rep1,D10_rep2,D11_rep1,D11_rep2,D12_rep1,D12_rep2
otu_3129,43.4468,43.4903,45.051,48.1863,31.7813,27.5296,31.8831,33.9757,30.7347,32.0536,40.1662,36.1519,33.3937,41.0313,36.9465,46.038,34.019,33.1481,38.1112,38.3504,39.3093,40.6699,35.9798,36.96
otu_3130,11.1023,12.2894,12.5132,14.7598,14.9156,18.6649,10.7675,16.6999,8.77184,9.50272,5.65353,8.06512,8.356,13.9816,16.5522,23.7903,17.1349,12.5303,9.92151,12.1085,9.26213,9.76385,4.64597,8.41332
otu_3131,11.9572,13.3651,5.19106,5.61323,16.4561,13.9732,17.8733,15.6408,25.156,18.1985,18.5321,17.9809,5.73592,11.0601,1.08856,0.787332,6.63084,5.22134,6.10177,9.4414,28.4195,23.4391,23.0794,19.0556
otu_3132,88.7329,99.127,74.0962,91.9172,102.648,111.533,90.2049,120.103,100.556,122.773,84.478,86.2292,87.2126,100.243,103.377,105.259,106.529,107.752,80.6216,107.601,120.106,108.482,92.4219,80.798
otu_3133,70.6251,75.6429,82.473,105.563,92.9415,129.405,98.4399,108.031,93.7794,93.1681,64.3529,79.3165,71.4009,79.3794,101.149,112.603,113.527,129.27,107.799,116.419,94.9521,108.448,80.3692,85.1046
otu_3134,341.481,568.334,312.631,424.352,268.714,625.735,250.995,412.446,315.678,589.113,297.637,511.589,283.693,522.385,317.655,465.258,255.971,406.874,237.255,402.384,326.667,551.669,312.625,483.722
otu_3135,23.7605,35.3688,24.1256,26.8086,19.8211,25.8329,16.7282,21.2117,18.8395,23.5284,14.4244,18.7885,25.9159,28.1119,21.4315,31.9256,21.3809,19.5421,14.6846,19.4279,15.251,21.0639,13.4751,18.357
otu_3136,44.9255,33.9466,37.5659,32.7007,36.9272,23.7039,37.2483,33.7429,27.2435,27.8679,36.2734,33.2782,47.0824,38.8017,43.8551,37.6529,34.0347,28.3072,37.5398,32.6801,33.2204,26.2039,31.044,30.397
otu_3137,22.442,20.9055,35.665,36.7959,32.9509,34.7865,26.3839,27.5808,29.1408,28.5329,17.4719,20.2799,18.3485,22.4654,40.3714,35.246,35.7598,31.8011,26.3946,25.5733,27.5315,28.0171,24.8867,19.8183
otu_3138,6.13776,7.77076,24.1299,27.767,21.8286,24.7746,19.5352,22.525,7.59359,8.62447,5.2104,5.77412,6.68688,7.43528,31.7651,32.1399,27.2923,27.9143,22.5551,27.2064,11.1068,13.6085,6.53404,7.84715
otu_3139,11.0984,8.58486,6.57278,5.82033,6.85895,4.69229,7.69962,6.3856,16.0091,14.5006,22.8886,19.6001,13.0103,9.33159,6.27973,5.70098,6.11482,4.89283,5.88872,6.84813,12.0811,12.8741,19.0442,16.073
otu_3140,36.9537,30.9538,15.134,19.7695,22.6593,34.5583,32.496,20.7978,47.9836,44.4439,35.1961,26.934,46.1129,33.7154,22.1242,21.7423,28.4379,29.4374,27.4858,22.7796,36.5559,26.5301,37.7946,23.8055
otu_3141,10.0621,11.6266,0.875368,3.85055,0.351268,0.253583,1.02837,0.897045,0.560596,1.9428,4.99206,5.66961,13.5255,10.0103,3.15799,1.86928,0.212997,0.731285,1.33634,1.32443,1.36871,1.96867,3.23761,3.19948
otu_3142,18.0914,20.7319,35.424,26.6707,27.0359,36.3329,26.2838,27.6875,20.37,31.1151,15.8605,14.39,13.5199,16.3283,26.7324,28.5456,38.053,30.0745,16.8284,27.861,21.4056,28.311,15.9391,19.908
otu_3143,27.8463,15.6585,27.0506,18.839,37.4095,23.5269,38.1338,19.6789,39.7443,20.5208,29.3693,22.5017,31.4173,14.9752,31.4379,20.1356,32.2198,15.2039,35.729,22.0062,44.2942,23.4786,33.9215,23.1342
otu_3144,37.5944,27.0935,44.9818,61.9099,37.3918,29.6292,33.2107,28.1435,47.4867,34.7843,48.9552,40.5018,27.9593,29.9863,42.5177,33.0486,26.7668,28.6431,40.6249,31.7576,40.8025,38.6307,59.6914,42.0676
otu_3145,40.3124,38.3982,31.9174,37.9056,34.0221,30.5894,28.1464,32.8677,36.2843,40.6282,43.0972,48.8527,41.2727,34.8485,32.7707,29.5821,30.3173,33.8626,24.201,23.4884,39.791,40.5838,37.5283,42.1769
otu_3146,855.752,834.217,757.804,789.583,570.731,468.145,822.667,796.199,653.15,662.305,565.77,549.798,701.328,754.089,847.112,903.397,665.948,667.005,1012.55,998.893,773.661,703.904,660.673,640.406
otu_3147,18.0018,20.2791,20.9786,22.6606,19.7832,18.0422,27.5087,32.0915,20.8238,20.1241,19.5179,16.2486,12.1367,16.0825,17.738,18.5425,20.0758,21.5995,28.7035,29.9475,22.9256,25.6281,20.9162,23.9667
otu_3148,6.69859,4.18306,1.15141,0.253696,0.474802,0.775672,1.993,1.41197,0,0,1.25303,0,4.72592,7.49182,2.19519,3.45802,2.62339,1.35949,14.4782,13.6537,0.909689,1.43719,1.1775,2.24667
otu_3149,33.1738,34.9888,18.9938,22.3866,30.9545,32.2741,30.7533,28.1348,17.3254,20.1283,20.4688,21.3755,29.361,28.3692,21.275,23.0097,29.6803,30.7963,36.1261,40.4046,25.7147,18.229,17.5193,23.9511
otu_3150,24.0635,23.2188,25.1522,27.0505,23.0504,21.4992,24.8532,24.0862,16.9288,17.1758,19.7393,19.1747,25.0535,25.6755,26.6029,29.9671,27.1841,25.4334,30.5,25.8235,19.8464,17.7824,20.9896,23.3324
otu_3151,11.3966,16.2786,15.0323,11.6614,16.9979,11.1446,11.8586,14.2255,5.42448,9.83008,8.36072,9.282,9.42024,13.7926,10.8775,6.53872,10.1392,9.50896,12.1767,14.9214,12.9406,10.1351,14.3603,12.037
otu_3152,16.7142,10.4473,9.71545,9.58269,14.1054,15.7857,9.91618,12.6639,20.7138,16.105,17.9871,13.3124,17.3695,14.4792,13.137,8.17962,12.473,13.8392,13.1697,13.3904,18.7787,12.6541,16.0921,13.2688
otu_3153,70.8808,33.4059,71.0895,36.6312,81.4998,49.9214,72.7433,41.8148,80.9769,44.3581,61.8564,35.6565,62.5487,37.1181,96.345,39.585,86.3372,46.7819,60.784,36.4427,92.0624,41.5872,56.038,34.8467
otu_3154,11.5432,16.5736,16.2642,17.4845,18.9419,28.5726,17.0411,24.7021,16.0412,14.5711,14.9885,9.34278,10.5209,9.59522,18.0516,20.9099,22.4778,14.1013,21.268,19.1223,25.1158,21.6084,14.4177,15.4413
otu_3155,19.2521,19.7413,18.8862,17.6352,19.0309,25.2469,25.2739,28.8102,25.9321,31.5099,21.2993,26.9839,16.8954,19.3691,16.0698,14.3134,21.9539,20.8786,22.9583,27.1488,26.1588,28.6642,24.0461,26.3157
otu_3156,25.2346,29.363,22.8072,29.1251,28.5491,55.4243,39.9963,52.7065,46.3756,53.363,32.7767,42.3445,17.8044,31.4333,16.5388,25.9183,26.543,41.6284,37.2406,48.4552,43.8432,62.8444,37.6853,43.7495
otu_3157,79.7746,71.3371,77.1694,58.5617,62.8868,55.9231,65.7883,62.9182,82.2821,67.7383,77.9097,68.1651,59.646,69.6712,53.7764,47.6607,58.7346,48.2344,54.8491,49.9674,69.1757,65.6436,76.8761,67.7336
otu_3158,3.35213,4.61652,26.5645,26.4639,28.3857,23.3991,16.2323,17.2952,7.10101,7.05839,5.53702,4.80402,4.56923,4.86999,24.4918,26.856,25.674,26.9361,17.4325,15.9829,5.84847,6.69337,5.38975,4.47933
otu_3159,20.2182,17.1679,15.5375,14.1067,17.3973,16.2334,23.4451,20.4505,19.7582,17.1208,17.3452,15.0001,16.0479,17.3936,11.7988,11.6354,15.2051,15.1213,20.8803,20.5055,21.0072,18.978,20.0643,17.8105
otu_3160,35.8784,32.8419,47.7306,42.9839,58.9424,55.7937,68.9001,66.6644,57.9023,59.2074,46.5137,47.4209,33.9327,32.0356,46.4009,44.5793,53.7749,55.441,69.1263,65.6712,56.8598,55.9562,42.4406,49.1899
otu_3161,14.7121,15.395,17.7375,13.8921,12.6714,10.8346,12.8587,14.3227,9.91765,16.5594,14.2159,14.6182,11.6688,14.4131,16.2524,13.8348,11.4705,12.1538,10.2632,12.9556,11.711,13.0516,17.6757,19.2623
otu_3162,26.3557,19.5818,23.4415,20.9114,18.5322,12.4905,20.9174,18.813,12.0007,11.8091,17.1235,12.2291,19.5327,18.8925,17.2306,13.7371,20.1369,14.4238,15.7356,16.7184,14.138,13.7053,18.9098,18.8535
otu_3163,266.594,264.176,74.2948,95.4927,174.614,235.391,191.741,193.667,296.682,290.481,253.331,270.993,218.174,236.821,65.5482,63.9734,138.409,176.683,127.875,113.219,235.22,243.695,218.945,211.369
otu_3164,20.0701,15.2972,20.8306,7.62918,14.8387,9.55631,17.7058,10.9524,21.7593,5.05599,21.6847,12.5129,25.4634,14.1236,8.64315,3.92138,10.9098,4.14215,9.85866,3.7563,25.3396,16.6528,25.2681,8.89846
otu_3165,110.272,89.9936,81.3502,116.595,177.406,248.984,213.276,252.576,785.608,714.002,833.563,936.122,97.3274,124.014,26.8728,33.1236,145.228,186.631,172.583,135.21,609.846,521.894,608.801,525.389
otu_3166,38.5625,43.8711,20.7918,23.2886,21.9002,25.7151,25.6423,32.5148,24.9193,37.3863,23.3455,23.4323,38.7021,40.514,21.0892,24.6648,25.8814,28.5871,26.0251,30.9518,28.8856,31.4806,26.9946,31.908
otu_3167,22.5576,22.7186,13.248,18.6617,13.0934,14.7373,11.6732,13.9236,15.6469,16.7218,15.8983,16.3622,15.3887,20.9183,11.2238,14.7842,9.92609,12.8867,10.6478,12.1494,11.9227,13.6939,14.7757,18.1884
otu_3168,16.1063,17.662,9.63263,14.0383,16.2185,21.7359,25.0736,26.2967,20.4093,20.0984,16.8164,16.8821,12.7658,13.9314,15.9447,13.6221,24.8224,26.5542,40.7608,34.5979,20.6507,17.4446,25.849,23.8159
otu_3169,11.3341,17.441,3.25414,1.21872,4.07968,1.99353,9.65732,8.07488,7.14735,5.08974,13.9421,11.8781,10.1492,9.06651,1.50438,1.29461,2.51874,1.56388,3.91595,4.49597,5.8475,6.38533,6.07323,8.47698
otu_3170,151.27,178.506,322.154,304.89,251.344,437.288,272.561,326.823,293.964,332.359,138.142,152.348,163.958,182.269,379.655,281.397,334.095,290.031,210.704,309.68,306.289,288.656,132.499,138.455
otu_3171,2.82139,7.71186,2.14642,2.38275,6.2077,22.9641,7.02553,12.6481,9.94319,15.697,5.68593,5.94794,1.50129,3.42146,1.08213,2.28712,5.92671,6.47804,5.38245,6.59183,9.27461,16.1423,8.85159,12.3146
otu_3172,33.534,26.7318,51.6283,25.3223,130.813,98.5872,116.902,74.5287,123.513,69.0121,44.9813,18.9281,34.8481,9.05866,59.343,33.5715,136.216,57.2057,72.6193,18.684,207.503,80.1195,75.9804,48.5823
otu_3173,18.2241,19.5329,19.757,18.3867,18.7593,17.8257,21.4155,21.662,7.31416,7.93182,6.33445,6.07264,12.6213,15.3983,20.3246,28.1822,30.5973,47.3029,42.2839,42.0468,7.20745,8.51408,8.65836,9.32335
otu_3174,5.83422,6.30305,12.4413,11.5293,17.3959,18.5176,15.3142,16.0669,8.02473,11.0852,5.38977,5.85192,3.15622,4.41608,9.4648,9.94522,16.3457,14.9109,9.9295,15.2452,7.66901,11.4806,5.46834,4.71444
otu_3175,36.1832,40.6754,36.0355,36.3553,37.6262,36.3395,37.0257,38.8615,36.6426,43.708,41.3905,41.4737,34.3707,41.4787,31.1174,31.2347,31.9388,33.1195,29.932,31.4281,29.9057,34.5316,35.156,42.3661
otu_3176,0.607374,0.171484,1.23242,1.11789,6.23815,5.15263,4.77962,3.07768,2.20382,0.984449,0,0.536712,0,0,2.79855,1.07709,7.99862,5.26474,8.63908,4.16242,3.42055,3.19158,0.311746,1.33399
otu_3177,13.0059,17.4113,18.1227,25.8314,25.4334,17.9993,29.6064,24.489,16.6601,23.0715,50.9446,55.7714,30.8858,18.4972,25.5889,28.7578,30.1443,30.6931,22.5661,20.8846,14.3837,10.591,24.7145,26.9393
otu_3178,19.7887,21.0355,24.5464,21.4901,32.3126,28.9995,32.2711,32.7679,21.4419,25.1937,18.3375,25.0293,15.4377,18.3701,20.9999,19.6845,30.3594,27.4877,31.8142,30.6993,27.4288,25.161,23.2321,22.4092
otu_3179,1292.1,1145.32,1059.43,936.94,1282.72,1030.71,1103.17,1091.85,1638.06,1249.27,1416.69,1195.29,1111.15,872.504,983.051,807.562,1124.65,965.193,1153.56,892.39,1416.19,1210.52,1257.31,1073.57
otu_3180,12.3334,15.3859,9.96794,12.0729,18.3227,16.6946,17.5693,20.1735,10.0157,10.1513,11.3439,10.8437,11.0309,12.1296,11.6382,13.4023,13.0967,15.7525,14.2373,14.1267,11.9059,11.5414,9.80936,9.20608
otu_3181,38.7971,33.4755,13.3202,10.8329,5.02224,3.74211,10.2143,11.0503,9.28322,9.01061,13.9093,10.5444,32.0268,31.5136,7.2475,7.52841,3.06596,2.55284,8.51626,9.08679,9.50322,9.99226,18.2129,16.4729
otu_3182,10.0063,10.4628,4.65155,5.40654,3.17513,4.9815,5.37704,7.02007,4.80931,5.83934,10.2214,15.3597,10.8113,14.6664,6.3022,7.9093,3.83706,9.19913,7.67911,9.00534,4.75779,5.24597,8.62499,7.56401
otu_3183,36.7892,38.672,6.75594,5.91899,4.29627,2.69278,7.62904,7.71346,9.0157,8.53018,14.9763,13.8023,39.5119,40.5957,7.044,5.11815,4.45113,3.28887,9.81324,9.09584,9.42467,8.65912,14.3126,15.3102
otu_3184,11.0261,8.37559,11.9051,8.40959,10.6358,6.64304,9.49754,8.74774,14.6962,14.7219,12.2258,9.49349,7.42022,7.75905,6.19203,5.7551,8.97335,7.08325,6.18745,6.72318,15.439,12.1914,14.348,9.62669
otu_3185,23.936,28.0684,43.0907,34.8643,55.1432,46.4182,44.9867,40.8304,36.5997,38.2589,28.8192,30.8386,29.6564,28.7477,46.5837,37.8029,39.2109,49.5589,33.9756,32.6841,34.2348,35.9159,29.0843,20.6959
otu_3186,11.404,15.4924,14.0444,14.6933,21.2484,17.776,15.004,14.7454,19.9523,22.6019,18.6175,21.4719,21.0339,15.423,16.8624,12.2804,19.9732,10.3628,16.7483,21.8993,13.2631,10.5436,12.1738,15.657
otu_3187,30.7929,33.8874,23.7287,22.7258,24.1728,24.6634,20.1909,20.9899,28.5747,33.4013,17.8063,18.1213,30.2475,22.6596,21.4928,22.9811,23.7934,17.3106,15.2231,13.6366,27.8657,24.847,18.7952,20.1495
otu_3188,49.1183,56.7072,71.0369,61.7142,155.719,126.947,162.281,154.755,139.054,131.252,71.9819,70.2674,40.2046,34.5817,51.0291,25.0867,116.98,84.1792,86.882,127.002,129.334,145.841,77.3075,82.8999
otu_3189,62.9174,75.9791,56.0296,62.4454,26.073,25.4782,18.1257,19.564,17.8171,22.0294,30.9028,40.4529,71.1346,85.9281,60.419,84.7524,32.1062,39.6504,22.6515,24.5296,20.3112,25.186,29.4551,37.9629
otu_3190,0,0.711274,3.24525,3.05838,5.46307,2.79528,2.82341,3.6049,2.8352,0.80404,1.0111,0.133187,0.836114,0.540293,5.64673,3.65459,9.79652,6.10134,6.03698,4.91263,2.42032,1.18564,0.517858,0.711747
otu_3191,3.82965,3.95397,12.1619,11.5141,16.9433,21.0826,10.6993,12.1713,16.5792,15.9759,10.2497,13.0108,4.78971,4.68054,17.4905,11.837,17.2343,17.4947,10.8729,12.4444,13.086,17.2402,4.89661,6.82268
otu_3192,13.748,16.5375,16.6264,17.8043,23.6933,21.3158,23.6885,22.9707,29.1938,25.3186,42.1104,43.1213,25.638,19.4597,13.769,17.1756,17.8999,18.7379,18.9967,19.0668,23.1273,27.9503,26.4587,26.6739
otu_3193,74.5874,96.4865,60.1138,64.4695,89.7113,87.6248,88.3207,111.082,97.4134,110.585,80.2814,90.4943,58.2227,89.6989,46.3532,50.1654,94.9649,81.8478,75.3879,83.1843,98.1196,99.2903,84.8835,93.916
otu_3194,6.84189,7.17708,29.2422,36.898,16.5376,18.6471,14.9868,14.4602,21.5272,25.031,22.5337,26.3616,4.20133,8.18451,19.8882,21.7662,13.096,14.0387,9.83838,9.15144,23.8983,27.9236,22.6544,21.9703
otu_3195,7.87263,8.58229,10.9427,10.0195,9.90725,9.21896,15.3659,14.4644,14.9281,11.3658,19.7834,17.9664,11.8132,9.60305,11.2487,12.5838,9.74685,10.6286,11.4082,9.30151,10.016,10.5051,12.1016,10.7725
otu_3196,11.3121,14.0331,22.4234,20.7545,18.0357,21.2686,17.704,19.4086,14.8338,13.8259,9.88361,13.0839,8.64005,14.3466,15.322,15.7729,20.4641,15.3093,13.5054,17.5214,12.6454,18.0965,12.6328,15.1782
otu_3197,92.9121,86.5049,148.401,144.252,198.408,231.405,215.929,203.18,213.501,167.067,86.0711,76.6088,56.9029,61.3415,112.969,98.5475,202.742,188.987,174.624,179.517,209.563,218.414,157.494,142.833
otu_3198,34.1395,32.4456,10.6313,16.4879,8.08012,8.89347,18.266,12.7419,9.7196,7.4052,23.9003,32.0294,52.7776,46.0356,9.18628,11.0953,5.65808,11.8558,20.0948,14.6343,11.4061,12.5893,26.3743,23.1133
otu_3199,6.4164,7.80137,0.750771,0.671084,0.606886,0.935727,1.64308,0.630927,0.491136,0.433246,1.12055,2.18415,6.86587,8.58807,0.400208,0.513105,0.467062,1.08066,2.28326,1.24664,1.21513,1.03204,1.91502,1.50522
otu_3200,21.838,25.6881,20.3627,16.5577,17.3069,21.7582,11.3506,20.6637,11.4995,15.2524,12.5637,16.9697,17.23,24.9684,18.6228,22.2284,11.0035,16.6674,12.1114,13.4318,12.8897,15.8825,13.1245,15.2588
otu_3201,26.8159,32.9509,75.3396,65.4822,65.6042,79.9416,61.5786,66.5055,35.0562,38.6452,23.7261,22.37,19.6822,26.4647,70.283,68.2621,67.5889,70.1554,45.7028,67.635,40.2002,48.4935,21.6376,23.4588
otu_3202,9.52941,12.436,6.67318,9.04547,9.00397,11.5137,5.8785,5.90792,16.4778,16.5092,10.4357,16.9792,15.0796,13.4891,5.7526,7.14962,5.02859,11.9196,5.97095,6.9056,13.6373,11.1824,16.8581,11.6317
otu_3203,4.93794,5.37907,35.6953,35.2005,11.2471,11.2965,11.6037,11.1237,29.1644,42.0039,25.2933,27.432,4.14843,4.40291,29.148,35.0307,10.7182,11.6115,10.1692,9.70236,30.2203,31.5514,28.4066,33.3893
otu_3204,269.259,286.601,263.198,262.386,227.161,241.875,238.291,236.105,211.307,240.508,198.748,213.287,256.303,280.298,268.162,283.012,259.563,235.562,215.34,217.112,265.006,242.179,254.234,262.669
otu_3205,19.7927,17.5627,3.55288,4.95848,3.45625,7.10209,2.69195,1.41559,4.78047,2.68177,10.285,5.51737,16.3321,16.1729,3.19449,1.99441,3.91806,0,1.8533,1.15329,4.27907,4.71903,10.1796,7.09051
otu_3206,51.2885,40.1533,38.8816,30.5484,43.7884,31.7232,60.5012,54.3314,58.2389,53.0312,49.4514,36.7331,37.4602,38.5619,27.8056,24.1809,38.9164,32.6342,46.5767,46.5829,56.7678,51.6354,51.5688,46.9969
otu_3207,48.8659,45.6886,57.2589,54.2817,82.0048,95.5689,85.0231,85.6501,50.9868,56.155,34.2762,30.3843,52.6632,37.5633,75.3976,59.4016,85.7297,81.0711,79.9254,76.7769,57.1885,56.0058,44.7906,35.7687
otu_3208,5.28036,6.80728,18.4593,15.4334,14.8037,17.3872,12.3228,12.173,4.64782,6.72824,3.56402,2.81293,5.43932,5.32553,22.3876,20.4129,16.736,13.3562,8.80112,14.5787,4.85587,6.40659,3.61473,3.52992
otu_3209,4.10645,3.7888,128.903,132.122,82.0368,65.0562,30.7884,36.3295,13.7134,14.2917,8.08348,10.032,8.42696,5.98699,131.393,177.519,79.901,71.1781,32.4305,36.3668,10.2511,10.854,6.39393,5.89523
otu_3210,10.6461,14.0496,18.7182,17.3426,14.9452,14.1542,17.5558,10.782,11.8402,12.119,8.28271,9.33512,14.0917,12.3619,13.8355,16.6145,21.0402,11.6494,18.2122,13.1255,8.98852,11.8771,8.81411,12.6429
otu_3211,36.4804,39.2891,2.32934,2.58071,4.04991,3.35421,9.43356,7.40137,4.51242,4.88432,7.60106,6.54399,28.3356,26.0257,4.45821,4.04565,6.26925,6.0571,15.7405,13.5087,6.54896,7.34701,10.6833,8.51614
otu_3212,28.2567,32.8199,21.2609,27.5909,31.4234,31.3932,27.6792,31.3625,31.746,43.6997,60.0713,65.0648,25.2502,39.3935,21.8016,21.0163,14.7907,31.635,23.5658,23.8395,28.5234,37.3165,44.6937,44.7384
otu_3213,22.5844,27.9397,12.6179,21.1323,10.191,14.2327,8.43022,14.1533,9.20323,14.0007,9.5884,14.5787,20.5247,25.8315,13.8076,21.0929,10.2002,13.5243,10.3245,13.1677,8.81316,13.2051,10.2332,18.1258
otu_3214,20.5201,30.1577,12.6076,12.9259,1.98595,3.89369,3.13158,3.33694,0.171482,0.52749,2.33959,1.02354,23.5968,30.236,30.6528,36.6594,4.94124,8.28178,8.45479,8.109,1.24375,1.65407,3.41439,4.53033
otu_3215,9.44921,11.7395,4.53915,3.44944,2.39785,1.64977,1.73112,3.28136,1.87385,0.826683,2.75144,3.72135,18.0086,15.6903,4.27368,6.62244,2.87755,4.24989,4.38551,3.2062,2.57319,1.71264,3.74696,3.8142
otu_3216,64.2758,66.7459,36.5959,36.7161,31.4401,28.3156,26.3407,26.8383,38.3655,38.2764,41.9816,43.5208,62.7886,70.2402,41.6134,43.0355,30.2255,31.3669,25.5377,27.8449,38.5566,36.5869,44.6332,47.0541
otu_3217,21.8537,18.2515,5.45739,6.2032,2.51665,2.05939,3.53238,4.65001,25.7907,34.9558,26.3992,24.6613,18.6382,24.3838,5.56215,6.10601,3.7773,4.09839,6.06724,4.47881,24.973,29.2201,26.9659,27.2165
otu_3218,356.651,330.799,237.196,223.82,174.845,160.444,155.506,151.237,384.123,341.938,444.934,313.712,300.896,315.542,125.81,99.1906,142.804,91.6298,92.1003,83.8361,337.269,338.962,365.435,286.65
otu_3219,11.7648,15.5628,9.52436,9.52609,5.75825,6.97868,5.38608,5.00721,8.20829,8.99426,8.5563,9.5353,10.5606,12.1471,6.52919,7.23885,6.90984,6.82631,4.32468,4.13463,5.03931,6.03706,8.32529,9.00392
otu_3220,61.4377,64.2632,16.4681,17.5105,29.6939,13.5605,29.2251,10.8361,32.3921,20.1383,231.224,212.377,177.54,104.928,46.8339,49.6307,31.8756,33.9999,39.6877,36.0206,22.5897,10.9404,101.905,73.1607
otu_3221,54.9543,65.373,30.7968,57.911,35.7106,74.7311,44.8286,56.2651,44.9577,79.6966,39.4187,68.8574,53.1794,71.7194,38.1866,58.6005,40.249,68.6004,43.1811,60.9988,47.5704,69.8391,65.4413,76.491
otu_3222,9.11669,15.6699,10.0425,11.0061,15.196,21.8366,9.93115,14.4188,18.0632,26.0041,17.1806,21.7931,10.9889,9.55322,12.6523,9.5232,11.7957,12.7765,8.28244,7.0648,14.2444,22.1801,13.4329,18.2368
otu_3223,19.8075,23.0729,11.428,11.9859,13.4159,14.3694,11.7212,14.1155,19.9972,21.158,24.455,30.3896,18.3793,22.1311,10.9823,11.7199,12.1978,13.5038,12.6138,16.0598,18.5983,19.7634,20.9486,23.9747
otu_3224,21.4148,13.2043,13.5873,15.4659,14.3048,13.2958,15.7023,12.0441,21.909,17.1826,19.5193,13.3545,20.8625,18.9699,14.1948,15.7302,14.7266,13.397,19.227,17.177,21.5351,15.7181,22.2127,14.5097
otu_3225,42.2062,44.4295,46.7445,56.1271,57.0474,60.8871,49.7994,51.4328,47.7894,52.3809,44.5708,60.8001,51.067,56.3206,52.22,68.8766,56.5824,53.665,43.4611,46.0314,47.0963,46.9192,47.5312,44.2815
otu_3226,5.8821,5.69891,13.958,14.7906,12.5614,11.6464,9.20352,10.7004,7.75266,8.76249,5.54239,5.88211,5.00908,4.99023,15.6811,15.3527,13.1695,15.4613,11.8544,13.7182,9.11391,9.8827,6.15483,7.16562
otu_3227,14.0163,15.245,67.0019,57.7618,62.8771,53.8522,31.2262,30.8442,27.8211,31.1149,35.7941,36.2445,19.2423,16.4496,63.7841,61.1742,51.5755,52.1275,28.9863,27.5309,19.0045,21.4876,20.1654,19.1057
otu_3228,49.859,51.7658,24.2093,25.1534,9.47758,7.30726,18.1548,25.5491,12.628,9.88345,11.6602,5.36791,29.3246,27.2319,23.8848,29.2747,12.9556,11.0001,34.652,24.6707,15.8506,14.3281,10.974,14.5653
otu_3229,56.6345,42.7185,24.0382,29.4653,26.9227,20.6295,30.526,29.8327,38.0714,31.7946,37.0879,40.7762,43.8056,43.4609,33.0674,32.919,24.7379,28.6436,35.2285,31.9419,40.6256,39.9568,40.165,41.7361
otu_3230,5.58816,8.96187,4.97539,10.9843,12.9473,13.8677,8.66123,13.6145,7.58723,14.2617,7.88464,10.4378,8.92966,10.1098,8.81965,9.5665,7.96257,13.5312,10.7016,12.8047,8.41482,12.8185,6.41103,5.06773
otu_3231,26.2612,27.1412,17.0396,18.5255,5.79205,4.96064,6.97066,7.91053,8.6831,10.3219,24.5268,26.0037,22.9944,29.0327,9.86295,12.3458,4.11282,5.63867,7.95171,7.79623,10.0317,10.952,24.0523,28.1753
otu_3232,118.953,98.9714,86.456,71.0641,73.8792,59.8945,92.3397,74.4196,127.34,97.0798,106.455,82.2358,107.729,96.034,78.0017,54.9397,65.9818,55.2563,79.4038,68.0269,116.633,96.5299,99.2769,81.1442
otu_3233,3.83075,7.33393,6.75854,6.75954,5.67042,8.28411,5.33659,7.84834,9.76394,11.7466,9.03955,10.6522,4.22529,4.74505,3.76198,3.60502,5.29702,6.17023,3.22253,4.5466,7.69755,9.79151,5.39558,8.85663
otu_3234,1.51963,4.90668,6.24191,8.93728,14.737,12.7572,5.64778,7.2605,17.2195,15.8622,9.24961,8.08443,2.43771,1.78117,4.66304,2.90041,9.56137,6.82509,3.86757,3.01241,11.6836,12.0535,6.86531,7.50434
otu_3235,20.5205,21.0006,32.9956,33.41,38.988,47.9371,31.1594,32.8836,28.9501,25.731,20.7345,25.1849,20.0201,20.8816,37.6914,35.3489,44.4088,34.8689,31.8003,27.8509,30.9118,32.6734,17.4263,20.4222
otu_3236,0,9.49414,2.91798,3.74834,6.09188,5.17999,4.54878,6.54325,7.2973,8.55741,9.1581,15.5814,11.0285,15.4888,7.40977,3.01065,0,14.2804,9.56023,9.55897,9.76741,13.7947,11.7647,13.9958
otu_3237,18.8715,23.1131,22.3903,26.0823,28.1693,32.1086,36.1802,35.1588,37.2916,38.7505,34.4465,34.0488,18.6031,24.1711,18.8316,18.1647,23.9855,28.3751,28.393,34.5819,36.2886,39.4259,41.4488,40.9363
otu_3238,35.3078,34.0757,53.9983,80.2062,51.3125,44.5098,10.6778,6.79311,70.3206,70.5664,83.828,99.4563,61.0588,52.7197,30.0117,24.4524,11.7696,18.1078,8.68651,7.56709,20.8264,36.0746,37.298,19.6557
otu_3239,69.7163,67.9405,30.998,30.4738,26.4926,22.3631,24.5588,27.0204,74.1124,81.7314,62.3354,61.1202,66.7395,77.5719,25.4085,29.2058,20.8234,20.9414,23.4872,23.8337,58.5557,65.1407,62.2524,59.2765
otu_3240,4.52504,7.35275,11.4544,14.6347,9.0414,11.7564,4.72812,5.437,6.25833,7.52038,6.772,6.39805,6.32052,8.32303,16.738,10.6699,9.50198,9.06029,4.51734,5.0764,4.5362,5.66627,4.93002,5.37535
otu_3241,7.55646,19.4181,39.1321,35.7818,53.4357,93.9492,33.5342,54.2919,30.2232,32.3715,10.2649,17.2723,12.6475,19.2648,46.29,57.0497,64.1767,64.1926,31.715,46.9614,26.4928,40.8523,20.1012,17.1378
